AM_N_068	BT_N_001	SRR10034523	SRR11440496	SRR11445089	SRR11445090	SRR11445091	SRR11448239	SRR11448240	SRR11448241	SRR12244814	SRR12527961	SRR13189063	SRR13189066	SRR13404632	SRR13404634	SRR13404636	SRR13404641	SRR13442813	SRR13442815	SRR13442827	SRR13442828	SRR13442829	SRR13442831	SRR13769013	SRR13769015	SRR13769016	SRR13769017	SRR13769019	SRR1380984	SRR15496106	SRR15496109	SRR15496114	SRR1790685	SRR1790687	SRR18500042	SRR18500043	SRR18500044	SRR18500050	SRR18500061	SRR18500077	SRR18500078	SRR18500080	SRR18500083	SRR18500085	SRR18500086	SRR18500088	SRR18500090	SRR2396633	SRR2396644	SRR2396654	SRR2396655	SRR3383870	SRR5109820	SRR5109826	SRR5109829	SRR5109831	SRR5109832	SRR5109833	SRR5117442	SRR5117444	SRR5117446	SRR5117447	SRR5117448	SRR5117449	SRR5117450	SRR5387735	SRR5387737	SRR5387738	SRR6148364	SRR6148369	SRR6148371	SRR6148372	SRR6148374	SRR6148376	SRR6148377	SRR6148378	SRR6148379	SRR8335255	SRR8754037	SRR8754040	SRR8754041	SRR8754042	SRR8754044	SRR8867392	SRR8867393	SRR8867394	SRR8867395
SRR18500086	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.980282882882883	1	0.988652252252252	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.968635135135135	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.480027927927928	1	0.344414414414414	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SRR18500088	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0.0313648648648649	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0.0678990990990991	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0.993610810810811	0.966806306306306
SRR18500090	1	0.71267027027027	0.00129189189189189	1	1	1	1	1	1	1	1	0.00129189189189189	0.00129189189189189	0.00129189189189189	0.999472072072072	0.999151351351351	0.999467567567568	0.00129189189189189	0.999151351351351	0.999151351351351	0.999151351351351	0.999151351351351	0.999151351351351	1	1	1	1	1	1	1	0.00129189189189189	0.00129189189189189	0.00129189189189189	1	1	0.999151351351351	0.012145045045045	0.999151351351351	0.999556756756757	1	1	0.00129189189189189	0.00129189189189189	1	0.00129189189189189	1	1	0	0.939999099099099	1	1	1	1	0.992861261261261	0.997243243243243	0.999151351351351	0.970120720720721	0.116837837837838	1	0.999556756756757	0.999556756756757	0.999556756756757	0.999151351351351	0.0116513513513513	0.999556756756757	0.25574954954955	0.999151351351351	0.999151351351351	0.00129189189189189	0.973085585585586	1	1	1	1	1	0.00129189189189189	1	1	0.00129189189189189	0.00129189189189189	0.00129189189189189	0.270578378378378	0.00129189189189189	0.00129189189189189	1	0.999151351351351	0.999151351351351	0.999136936936937
SRR2396633	1	0.227328828828829	0.939999099099099	1	0.0600009009009009	0.0600009009009009	0.0600009009009009	0.0600009009009009	0.0600009009009009	0.0600009009009009	1	0.939999099099099	0.939999099099099	0.939999099099099	1	1	1	0.939999099099099	1	1	1	1	1	1	0.0601702702702703	1	0.0600009009009009	0.0604459459459459	1	1	0.939999099099099	0.939999099099099	0.939999099099099	1	1	1	0.939999099099099	1	1	1	1	0.939999099099099	0.939999099099099	1	0.939999099099099	1	1	0.939999099099099	0	1	1	1	1	0.992871171171171	0.997686486486487	1	0.971866666666667	0.939999099099099	1	1	1	1	1	0.939999099099099	1	0.939999099099099	1	1	0.939999099099099	0.973796396396396	1	1	1	1	1	0.939999099099099	0.0600009009009009	1	0.939999099099099	0.939999099099099	0.939999099099099	0.939999099099099	0.939999099099099	0.939999099099099	1	1	1	1
SRR2396644	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.970156756756757	1	1	1	1	1	1	1	1	1	0	1	1	1	0.660892792792793	1	0.906551351351351	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.72097027027027	0.988754954954955	0.995927027027027	0.74425045045045	0.623577477477477	0.744542342342342	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.978499099099099	1
SRR2396654	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.970156756756757	1	1	1	1	1	1	1	1	1	0	1	1	1	0.660892792792793	1	0.906551351351351	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.72097027027027	0.988754954954955	0.995927027027027	0.74425045045045	0.623577477477477	0.744542342342342	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.978499099099099	1
SRR2396655	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.970156756756757	1	1	1	1	1	1	1	1	1	0	1	1	1	0.660892792792793	1	0.906551351351351	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0.72097027027027	0.988754954954955	0.995927027027027	0.74425045045045	0.623577477477477	0.744542342342342	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.978499099099099	1
SRR3383870	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.54954954954955	0.54954954954955	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.565221621621622	1	0.655590990990991	1	0.45045045045045	0.45045045045045	1	1	0.54954954954955	1	1	1	1	1	1	1	1	1	1
SRR5109820	1	0.992861261261261	0.992861261261261	1	1	1	1	1	1	1	1	0.992861261261261	0.992861261261261	0.992861261261261	1	1	1	0.992861261261261	1	1	1	1	1	1	0.980578378378378	0.98290990990991	1	0.994645045045045	1	1	0.992861261261261	0.992861261261261	0.992861261261261	1	1	1	0.992861261261261	1	1	1	1	0.992861261261261	0.992861261261261	1	0.992861261261261	1	1	0.992861261261261	0.992871171171171	1	1	1	1	0	0.998797297297297	1	0.993518018018018	0.992861261261261	0.00713873873873874	1	1	1	1	0.992861261261261	1	0.992861261261261	1	1	0.992861261261261	0.993696396396396	1	1	1	1	1	0.992861261261261	1	1	0.992861261261261	0.992861261261261	0.992861261261261	0.992861261261261	0.992861261261261	0.992861261261261	1	1	1	1
SRR5109826	1	0.997686486486487	0.997686486486487	1	1	1	1	1	1	1	1	0.997686486486487	0.997686486486487	0.997686486486487	0.00307567567567568	1	0.00306756756756757	0.997686486486487	1	1	1	1	1	1	1	1	1	1	1	1	0.997686486486487	0.997686486486487	0.997686486486487	1	1	1	0.997686486486487	1	0.0778774774774775	1	1	0.997686486486487	0.997686486486487	1	0.997686486486487	1	1	0.997243243243243	0.997686486486487	1	1	1	1	0.998797297297297	0	1	0.99781981981982	0.997686486486487	1	0.00231351351351351	0.00231351351351351	0.0345918918918919	1	0.997686486486487	0.0056036036036036	0.997686486486487	1	1	0.997686486486487	0.997845045045045	1	1	1	1	1	0.997686486486487	1	1	0.997686486486487	0.997686486486487	0.997686486486487	0.997686486486487	0.997686486486487	0.997686486486487	1	1	1	0.999624324324324
SRR5109829	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999016216216216	0	0.999045945945946	1	0	0.0298432432432432	0.0197171171171171	0	0.0113477477477477	1	1	1	1	1	1	1	1	1	1	1	1	0.0934486486486486	0.987577477477477	0	1	1	1	1	1	1	1	1	1	0.999151351351351	1	1	1	1	1	1	1	0	0.967747747747748	0.882313513513514	1	1	1	1	0.27902972972973	1	1	1	0.376422522522523	0.255457657657658	1	1	1	1	1	1	1	1	1	1	1	1	1	0.728572972972973	1	1	1	0	0.0278900900900901	0.0335693693693694
SRR5109831	1	0.970940540540541	0.970940540540541	0.993412612612613	1	1	1	1	1	1	1	0.970940540540541	0.970940540540541	0.970940540540541	0.999048648648649	0.967747747747748	0.999075675675676	0.970940540540541	0.967747747747748	0.967747747747748	0.967747747747748	0.967747747747748	0.967747747747748	1	1	1	1	1	1	1	0.970940540540541	0.970940540540541	0.970940540540541	1	1	0.967747747747748	0.959888288288288	0.967747747747748	1	0.0678990990990991	0.0691648648648649	0.970940540540541	0.970940540540541	0.0678990990990991	0.970940540540541	1	0.0678990990990991	0.970120720720721	0.971866666666667	1	1	1	1	0.993518018018018	0.99781981981982	0.967747747747748	0	0.938730630630631	1	1	1	0.993734234234234	0.967747747747748	0.970940540540541	1	0.970940540540541	0.967747747747748	0.967747747747748	0.970940540540541	0.97555045045045	1	1	1	0.993424324324324	1	0.970940540540541	1	1	0.970940540540541	0.970940540540541	0.970940540540541	0.938688288288288	0.970940540540541	0.970940540540541	0.0678990990990991	0.967747747747748	0.961358558558559	0.934554054054054
SRR5109832	1	0.71267027027027	0.117686486486486	1	1	1	1	1	1	1	1	0.117686486486486	0.117686486486486	0.117686486486486	0.999016216216216	0.882313513513514	0.999045945945946	0.117686486486486	0.882313513513514	0.882313513513514	0.882313513513514	0.882313513513514	0.882313513513514	1	1	1	1	1	1	1	0.117686486486486	0.117686486486486	0.117686486486486	1	1	0.882313513513514	0.105263963963964	0.882313513513514	1	1	1	0.117686486486486	0.117686486486486	1	0.117686486486486	1	1	0.116837837837838	0.939999099099099	1	1	1	1	0.992861261261261	0.997686486486487	0.882313513513514	0.938730630630631	0	1	1	1	1	0.882313513513514	0.117686486486486	1	0.255792792792793	0.882313513513514	0.882313513513514	0.117686486486486	0.973085585585586	1	1	1	1	1	0.117686486486486	1	1	0.117686486486486	0.117686486486486	0.117686486486486	0.153762162162162	0.117686486486486	0.117686486486486	1	0.882313513513514	0.882313513513514	0.882313513513514
SRR5109833	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.980578378378378	0.98290990990991	1	0.994645045045045	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00713873873873874	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SRR5117442	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.000983783783783783	1	0.000954054054054052	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0778774774774775	1	1	1	1	1	1	1	1	0.999556756756757	1	1	1	1	1	1	0.00231351351351351	1	1	1	1	0	0	0.034509009009009	1	1	0.00407297297297297	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999624324324324
SRR5117444	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.000983783783783783	1	0.000954054054054052	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0778774774774775	1	1	1	1	1	1	1	1	0.999556756756757	1	1	1	1	1	1	0.00231351351351351	1	1	1	1	0	0	0.034509009009009	1	1	0.00407297297297297	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999624324324324
SRR5117446	1	1	1	0.965490990990991	1	1	1	1	1	1	1	1	1	1	0.0345252252252252	1	0.034527027027027	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0789027027027027	1	1	1	1	1	1	1	1	0.999556756756757	1	1	1	1	1	1	0.0345918918918919	1	0.993734234234234	1	1	0.034509009009009	0.034509009009009	0	1	1	0.0346693693693694	1	1	1	1	0.984286486486486	1	1	1	0.966772972972973	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999624324324324
SRR5117447	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999016216216216	0.27902972972973	0.999045945945946	1	0.27902972972973	0.249186486486486	0.27902972972973	0.27902972972973	0.27902972972973	1	1	1	1	1	1	0.72097027027027	1	1	1	0.726	1	0.185581081081081	0.987577477477477	0.27902972972973	1	1	1	1	1	1	1	1	1	0.999151351351351	1	0.72097027027027	0.72097027027027	0.72097027027027	1	1	1	0.27902972972973	0.967747747747748	0.882313513513514	1	1	1	1	0	0.988754954954955	0.995927027027027	0.758256756756757	0.100374774774775	0.0505432432432432	1	1	1	1	1	1	1	1	1	1	1	1	1	0.728572972972973	1	1	1	0.27902972972973	0.257528828828829	0.27902972972973
SRR5117448	1	0.71267027027027	0.011245045045045	1	1	1	1	1	1	1	1	0.011245045045045	0.011245045045045	0.011245045045045	1	1	1	0.011245045045045	1	0.990110810810811	1	1	1	1	1	1	1	1	1	0.988754954954955	0.011245045045045	0.011245045045045	0.011245045045045	0.988754954954955	1	0.988758558558559	0.017345045045045	1	1	1	1	0.011245045045045	0.011245045045045	1	0.011245045045045	1	1	0.0116513513513513	0.939999099099099	0.988754954954955	0.988754954954955	0.988754954954955	1	0.992861261261261	0.997686486486487	1	0.970940540540541	0.117686486486486	1	1	1	1	0.988754954954955	0	0.997402702702703	0.244504504504505	0.988754954954955	0.988754954954955	0.011245045045045	0.973085585585586	1	1	1	1	1	0.011245045045045	1	1	0.011245045045045	0.011245045045045	0.011245045045045	0.271427027027027	0.011245045045045	0.011245045045045	1	1	0.991427927927928	1
SRR5117449	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00474234234234234	1	0.00469189189189189	1	1	0.996196396396396	1	1	1	1	1	1	1	1	1	0.995927027027027	1	1	1	0.995927027027027	1	0.995927027027027	1	1	0.0778810810810811	1	1	1	1	1	1	1	1	0.999556756756757	1	0.995927027027027	0.995927027027027	0.995927027027027	1	1	0.0056036036036036	1	1	1	1	0.00407297297297297	0.00407297297297297	0.0346693693693694	0.995927027027027	0.997402702702703	0	0.995927027027027	0.995927027027027	0.995927027027027	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.996475675675676	0.999624324324324
SRR5117450	1	0.71267027027027	0.25574954954955	1	1	1	1	1	1	1	1	0.25574954954955	0.25574954954955	0.25574954954955	1	1	1	0.25574954954955	1	0.970156756756757	1	1	1	1	1	1	1	1	1	0.74425045045045	0.25574954954955	0.25574954954955	0.25574954954955	0.746523423423423	1	0.906556756756757	0.25574954954955	1	1	1	1	0.25574954954955	0.25574954954955	1	0.25574954954955	1	1	0.25574954954955	0.939999099099099	0.74425045045045	0.74425045045045	0.74425045045045	1	0.992861261261261	0.997686486486487	1	0.970940540540541	0.255792792792793	1	1	1	1	0.758256756756757	0.244504504504505	0.995927027027027	0	0.744857657657658	0.76755045045045	0.25574954954955	0.973085585585586	1	1	1	1	1	0.25574954954955	1	1	0.25574954954955	0.25574954954955	0.25574954954955	0.287502702702703	0.25574954954955	0.25574954954955	1	1	0.978499099099099	1
SRR5387735	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999016216216216	0.376422522522523	0.999045945945946	1	0.376422522522523	0.346579279279279	0.376422522522523	0.376422522522523	0.376422522522523	1	1	1	1	1	1	0.623577477477477	1	1	1	0.671153153153153	1	0.282973873873874	0.987577477477477	0.376422522522523	1	1	1	1	1	1	1	1	1	0.999151351351351	1	0.623577477477477	0.623577477477477	0.623577477477477	1	1	1	0.376422522522523	0.967747747747748	0.882313513513514	1	1	1	1	0.100374774774775	0.988754954954955	0.995927027027027	0.744857657657658	0	0.121981081081081	1	1	1	1	1	1	1	1	1	1	1	1	1	0.728572972972973	1	1	1	0.376422522522523	0.354921621621622	0.376422522522523
SRR5387737	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999016216216216	0.255457657657658	0.999045945945946	1	0.255457657657658	0.225614414414414	0.255457657657658	0.255457657657658	0.255457657657658	1	1	1	1	1	1	0.744542342342342	1	1	1	0.746601801801802	1	0.162025225225225	0.987577477477477	0.255457657657658	1	1	1	1	1	1	1	1	1	0.999151351351351	1	0.744542342342342	0.744542342342342	0.744542342342342	1	1	1	0.255457657657658	0.967747747747748	0.882313513513514	1	1	1	1	0.0505432432432432	0.988754954954955	0.995927027027027	0.76755045045045	0.121981081081081	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0.728572972972973	1	1	1	0.255457657657658	0.233956756756757	0.255457657657658
SRR5387738	1	0.71267027027027	0	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0.0124225225225225	1	1	1	1	0	0	1	0	1	1	0.00129189189189189	0.939999099099099	1	1	1	1	0.992861261261261	0.997686486486487	1	0.970940540540541	0.117686486486486	1	1	1	1	1	0.011245045045045	1	0.25574954954955	1	1	0	0.973085585585586	1	1	1	1	1	0	1	1	0	0	0	0.271427027027027	0	0	1	1	1	1
SRR6148364	1	0.973085585585586	0.973085585585586	0.981802702702703	1	1	1	1	1	1	1	0.973085585585586	0.973085585585586	0.973085585585586	1	1	1	0.973085585585586	1	1	0.980282882882883	1	0.988652252252252	0.480027927927928	1	1	1	1	1	1	0.973085585585586	0.973085585585586	0.973085585585586	1	1	1	0.973085585585586	1	1	1	0.968635135135135	0.973085585585586	0.973085585585586	1	0.973085585585586	0.480027927927928	1	0.973085585585586	0.973796396396396	1	1	1	0.565221621621622	0.993696396396396	0.997845045045045	1	0.97555045045045	0.973085585585586	1	1	1	0.984286486486486	1	0.973085585585586	1	0.973085585585586	1	1	0.973085585585586	0	1	0.440997297297297	0.480027927927928	0.547000900900901	0.565083783783784	0.973085585585586	1	1	0.973085585585586	0.973085585585586	0.973085585585586	0.973085585585586	0.973085585585586	0.973085585585586	1	1	1	1
SRR6148369	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0170900900900901	1	0.982241441441441	0	1	1	1	1	1	1	1	1	1	0.922122522522523	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SRR6148371	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.980282882882883	1	0.988652252252252	0.344414414414414	1	1	1	1	1	1	1	1	1	0.695071171171171	0.695071171171171	1	1	1	1	1	0.968635135135135	1	1	1	1	0.344414414414414	1	1	1	1	1	1	0.655590990990991	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.440997297297297	1	0	0.344414414414414	0.960514414414414	0.960514414414414	1	1	0.695071171171171	1	1	1	1	1	1	1	1	1	1
SRR6148372	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.980282882882883	1	0.988652252252252	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.968635135135135	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.480027927927928	1	0.344414414414414	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SRR6148374	1	1	1	0.929294594594595	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.45045045045045	1	1	1	0.993424324324324	1	1	1	1	0.966772972972973	1	1	1	1	1	1	1	0.547000900900901	1	0.960514414414414	1	0	0.0707054054054054	1	1	1	1	1	1	1	1	1	1	1	1	1
SRR6148376	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.45045045045045	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.565083783783784	1	0.960514414414414	1	0.0707054054054054	0	1	1	1	1	1	1	1	1	1	1	1	1	1
SRR6148377	1	0.71267027027027	0	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0.0124225225225225	1	1	1	1	0	0	1	0	1	1	0.00129189189189189	0.939999099099099	1	1	1	1	0.992861261261261	0.997686486486487	1	0.970940540540541	0.117686486486486	1	1	1	1	1	0.011245045045045	1	0.25574954954955	1	1	0	0.973085585585586	1	1	1	1	1	0	1	1	0	0	0	0.271427027027027	0	0	1	1	1	1
SRR6148378	1	0.28732972972973	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0194216216216216	1	0	0.0231135135135135	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0600009009009009	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
SRR6148379	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.339107207207207	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.54954954954955	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.695071171171171	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
SRR8335255	1	0.71267027027027	0	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0.0124225225225225	1	1	1	1	0	0	1	0	1	1	0.00129189189189189	0.939999099099099	1	1	1	1	0.992861261261261	0.997686486486487	1	0.970940540540541	0.117686486486486	1	1	1	1	1	0.011245045045045	1	0.25574954954955	1	1	0	0.973085585585586	1	1	1	1	1	0	1	1	0	0	0	0.271427027027027	0	0	1	1	1	1
SRR8754037	1	0.71267027027027	0	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0.0124225225225225	1	1	1	1	0	0	1	0	1	1	0.00129189189189189	0.939999099099099	1	1	1	1	0.992861261261261	0.997686486486487	1	0.970940540540541	0.117686486486486	1	1	1	1	1	0.011245045045045	1	0.25574954954955	1	1	0	0.973085585585586	1	1	1	1	1	0	1	1	0	0	0	0.271427027027027	0	0	1	1	1	1
SRR8754040	1	0.71267027027027	0	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0.0124225225225225	1	1	1	1	0	0	1	0	1	1	0.00129189189189189	0.939999099099099	1	1	1	1	0.992861261261261	0.997686486486487	1	0.970940540540541	0.117686486486486	1	1	1	1	1	0.011245045045045	1	0.25574954954955	1	1	0	0.973085585585586	1	1	1	1	1	0	1	1	0	0	0	0.271427027027027	0	0	1	1	1	1
SRR8754041	1	0.71267027027027	0.271427027027027	1	1	1	1	1	1	1	1	0.271427027027027	0.271427027027027	0.271427027027027	0.999016216216216	0.728572972972973	0.999045945945946	0.271427027027027	0.728572972972973	0.728572972972973	0.728572972972973	0.728572972972973	0.728572972972973	1	1	1	1	1	1	1	0.271427027027027	0.271427027027027	0.271427027027027	1	1	0.728572972972973	0.259004504504505	0.728572972972973	1	1	1	0.271427027027027	0.271427027027027	1	0.271427027027027	1	1	0.270578378378378	0.939999099099099	1	1	1	1	0.992861261261261	0.997686486486487	0.728572972972973	0.938688288288288	0.153762162162162	1	1	1	1	0.728572972972973	0.271427027027027	1	0.287502702702703	0.728572972972973	0.728572972972973	0.271427027027027	0.973085585585586	1	1	1	1	1	0.271427027027027	1	1	0.271427027027027	0.271427027027027	0.271427027027027	0	0.271427027027027	0.271427027027027	1	0.728572972972973	0.728572972972973	0.728572972972973
SRR8754042	1	0.71267027027027	0	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0.0124225225225225	1	1	1	1	0	0	1	0	1	1	0.00129189189189189	0.939999099099099	1	1	1	1	0.992861261261261	0.997686486486487	1	0.970940540540541	0.117686486486486	1	1	1	1	1	0.011245045045045	1	0.25574954954955	1	1	0	0.973085585585586	1	1	1	1	1	0	1	1	0	0	0	0.271427027027027	0	0	1	1	1	1
SRR8754044	1	0.71267027027027	0	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0.0124225225225225	1	1	1	1	0	0	1	0	1	1	0.00129189189189189	0.939999099099099	1	1	1	1	0.992861261261261	0.997686486486487	1	0.970940540540541	0.117686486486486	1	1	1	1	1	0.011245045045045	1	0.25574954954955	1	1	0	0.973085585585586	1	1	1	1	1	0	1	1	0	0	0	0.271427027027027	0	0	1	1	1	1
SRR8867392	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0.0313648648648649	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0.0678990990990991	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0.993610810810811	0.966806306306306
SRR8867393	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999016216216216	0	0.999045945945946	1	0	0.0298432432432432	0.0197171171171171	0	0.0113477477477477	1	1	1	1	1	1	1	1	1	1	1	1	0.0934486486486486	0.987577477477477	0	1	1	1	1	1	1	1	1	1	0.999151351351351	1	1	1	1	1	1	1	0	0.967747747747748	0.882313513513514	1	1	1	1	0.27902972972973	1	1	1	0.376422522522523	0.255457657657658	1	1	1	1	1	1	1	1	1	1	1	1	1	0.728572972972973	1	1	1	0	0.0278900900900901	0.0335693693693694
SRR8867394	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999016216216216	0.0278900900900901	0.999045945945946	1	0.0278900900900901	0.0208702702702703	0.0324108108108108	0.0278900900900901	0.029554954954955	1	1	1	1	1	1	0.978499099099099	1	1	1	0.978499099099099	1	0.0722054054054054	0.987577477477477	0.0278900900900901	1	0.993610810810811	0.993610810810811	1	1	0.993610810810811	1	1	0.993610810810811	0.999151351351351	1	0.978499099099099	0.978499099099099	0.978499099099099	1	1	1	0.0278900900900901	0.961358558558559	0.882313513513514	1	1	1	1	0.257528828828829	0.991427927927928	0.996475675675676	0.978499099099099	0.354921621621622	0.233956756756757	1	1	1	1	1	1	1	1	1	1	1	1	1	0.728572972972973	1	1	0.993610810810811	0.0278900900900901	0	0.0340630630630631
SRR8867395	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.99864054054054	0.0335693693693694	0.99867027027027	1	0.0335693693693694	0.0410144144144144	0.0368162162162162	0.0335693693693694	0.0346648648648649	1	1	1	1	1	1	1	1	1	1	1	1	0.093727027027027	0.987577477477477	0.0335693693693694	0.999624324324324	0.966806306306306	0.966806306306306	1	1	0.966806306306306	1	1	0.966806306306306	0.999136936936937	1	1	1	1	1	1	0.999624324324324	0.0335693693693694	0.934554054054054	0.882313513513514	1	0.999624324324324	0.999624324324324	0.999624324324324	0.27902972972973	1	0.999624324324324	1	0.376422522522523	0.255457657657658	1	1	1	1	1	1	1	1	1	1	1	1	1	0.728572972972973	1	1	0.966806306306306	0.0335693693693694	0.0340630630630631	0
