1	2	pvalue	padj
Apidae	Halictidae	0.0127	0.0762
Apidae	Megachilidae	0.4802	0.6148
Apidae	Andrenidae	0.6148	0.6148
Halictidae	Megachilidae	0.133333333333333	0.266666666666667
Halictidae	Andrenidae	0.542857142857143	0.6148
Megachilidae	Andrenidae	0.1	0.266666666666667
