AM_N_068	SRR10034516	SRR10034517	SRR10034518	SRR10034523	SRR11426432	SRR11440495	SRR11440496	SRR11445089	SRR11445090	SRR11445091	SRR11448239	SRR11448240	SRR11448241	SRR12053418	SRR12053420	SRR12053430	SRR12233820	SRR12235348	SRR12244814	SRR12245258	SRR12245523	SRR12527928	SRR12527929	SRR12527932	SRR12527933	SRR12527934	SRR12527935	SRR12527936	SRR12527961	SRR12527962	SRR12527963	SRR12527964	SRR12527965	SRR12527966	SRR13404631	SRR13404632	SRR13404634	SRR13404636	SRR13404640	SRR13404641	SRR13442813	SRR13442815	SRR13442818	SRR13442824	SRR13442825	SRR13442827	SRR13442828	SRR13442829	SRR13442830	SRR13442831	SRR13769013	SRR13769014	SRR13769015	SRR13769016	SRR13769017	SRR13769018	SRR13769019	SRR14567209	SRR14567210	SRR14567211	SRR14567212	SRR14567213	SRR14567214	SRR14567217	SRR14567218	SRR14567219	SRR14567220	SRR14567221	SRR14567222	SRR1503066	SRR1503113	SRR1503129	SRR1503133	SRR15496114	SRR15496115	SRR17475010	SRR18500042	SRR18500043	SRR18500044	SRR18500045	SRR18500050	SRR18500061	SRR18500072	SRR18500076	SRR18500077	SRR18500078	SRR18500079	SRR18500080	SRR18500081	SRR18500082	SRR18500084	SRR18500085	SRR18500086	SRR18500087	SRR18500088	SRR18500090	SRR18500091	SRR2001612	SRR2001766	SRR2396653	SRR2895251	SRR2915407	SRR2954866	SRR3383868	SRR3948531	SRR3948548	SRR3948572	SRR3948577	SRR5109820	SRR5109826	SRR5109829	SRR5109831	SRR5109832	SRR5109833	SRR5117446	SRR5117450	SRR5253659	SRR5387735	SRR5387737	SRR5387738	SRR6148364	SRR6148366	SRR6148368	SRR6148369	SRR6148370	SRR6148371	SRR6148372	SRR6148374	SRR6148376	SRR6148378	SRR6148379	SRR8335253	SRR8335256	SRR8335258	SRR8754036	SRR8754038	SRR8867392	SRR8867393	SRR8867395
SRR12527965	1	1	1	1	1	0.976809356725146	1	1	0.94825730994152	0.968906432748538	0.950577192982456	0.947820467836257	0.947456725146199	0.988529824561403	0.642615789473684	1	1	1	0.90200701754386	0.926858479532164	0.769454385964912	0.815323976608187	0.712301754385965	0.565394152046784	0.542060233918129	0.86790350877193	0.971363157894737	0.979397660818713	0.989283040935673	0.979397660818713	0.542060233918129	0.685309356725146	0.985222807017544	0	0.964304093567251	1	1	1	1	0.887016374269006	1	1	0.999622807017544	0.979397660818713	0.926866081871345	1	1	0.979602923976608	0.926818128654971	0.926818128654971	0.815323976608187	0.984273684210526	0.893930994152047	0.93627134502924	0.990169005847953	0.994221052631579	0.988858479532164	0.989934502923977	0.84619298245614	0.947420467836257	0.988791228070175	0.926826315789474	0.87916081871345	0.828704678362573	0.989926315789474	0.822549122807018	0.931378947368421	0.99963567251462	0.96265730994152	0.998891812865497	0.884812865497076	0.888517543859649	0.979397660818713	0.979397660818713	0.642615789473684	0.642615789473684	1	1	1	1	1	1	1	1	1	1	1	1	0.977458479532164	1	1	1	1	1	1	1	1	1	0.888505847953216	0.940679532163743	0.975322807017544	1	0.979397660818713	0.979397660818713	1	1	1	0.715486549707602	1	1	0.993531578947368	1	1	1	1	1	1	0.974038011695906	1	1	1	0.999722807017544	0.997304678362573	1	1	0.999756140350877	0.888505847953216	0.976929239766082	1	0.969052631578947	0.970774269005848	0.888505847953216	0.979397660818713	0.979397660818713	0.979397660818713	0.542060233918129	1	1	1	0.998748538011696
SRR12527966	1	1	1	1	1	0.543849707602339	1	0.948480116959064	0.981873099415205	0.983330994152047	0.981518713450292	0.981519298245614	0.981619883040936	0.986623391812866	1	1	1	0.996732748538012	0.996732748538012	0.815172514619883	0.82663567251462	0.837559064327485	0.906680701754386	1	1	0.848133333333333	0.986101169590643	0.847956725146199	0.98703918128655	0.416084210526316	1	0.999624561403509	0.15637134502924	0.964304093567251	0	0.996732748538012	0.999744444444444	1	1	0.996732748538012	1	1	0.999622807017544	0.847956725146199	0.923373684210526	0.996732748538012	1	0.939919298245614	0.83273216374269	0.794630994152047	0.83273216374269	0.992902923976608	0.99255730994152	0.996078947368421	0.997217543859649	0.997817543859649	0.991895906432748	0.996980701754386	0.838419298245614	0.984775438596491	0.98768947368421	0.908794736842105	0.991069005847953	0.833695321637427	0.992534502923977	0.799048538011696	0.820454970760234	0.999623976608187	0.980578362573099	0.998970760233918	0.823350292397661	1	0.847956725146199	0.847956725146199	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.808875438596491	0.974022807017544	0.996732748538012	0.81366432748538	0.817729824561404	1	1	1	0.852183625730994	1	1	1	1	1	1	1	1	1	0.957936842105263	1	1	1	0.999645029239766	0.999357894736842	1	1	0.999517543859649	1	0.994970175438596	1	0.98807134502924	1	1	0.847956725146199	0.84468947368421	0.847956725146199	1	1	1	1	1
SRR13404631	1	1	1	1	1	0.960139766081871	1	1	0.983641520467836	0.989395906432749	0.800059649122807	0.960609941520468	0.975816374269006	0.97855730994152	1	1	1	0.77240350877193	0.653325730994152	0.991270760233918	1	0.958504678362573	0.457001169590643	1	1	1	1	1	1	1	1	1	1	1	0.996732748538012	0	0.756005263157895	0.756635087719298	0.756635087719298	0.620076023391813	0.828076608187134	1	0.756635087719298	1	0.897283625730994	0.0823988304093567	0.756635087719298	0.995572514619883	1	0.925064912280702	1	0.998966666666667	0.966659064327485	0.98720350877193	0.999451461988304	0.998709356725146	0.824794152046784	0.864073684210526	0.758171929824561	1	0.983643859649123	0.72274269005848	0.974861403508772	1	1	0.954230409356725	0.682305847953216	0.99837134502924	0.847995321637427	0.756635087719298	0.946519883040936	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.91969649122807	1	1	0.756635087719298	1	1	0.756635087719298	1	1	0.946284210526316	1	0.244288888888889	1	1	1	1	1	1	1	1	0.756635087719298	0.756635087719298	1	0.756635087719298	1	1	0.756635087719298	0.990679532163743	1	1	1	0.999783625730994	0.756635087719298	1	1	1	1	1	1	0.995143859649123	0.756635087719298	1	1	0.79609649122807	1	1	1	0.756635087719298	0.756635087719298	0.756635087719298
SRR13404632	1	1	1	1	0.946418713450292	0.999370175438597	0.958202339181286	1	0.999408771929825	0.999474269005848	0.999370175438597	0.999370760233918	0.999378947368421	0.999384210526316	1	1	1	0.999370175438597	0.999370175438597	0.999514619883041	1	0.999370175438597	0.999370175438597	1	1	1	1	1	0.94999649122807	1	1	1	1	1	0.999744444444444	0.756005263157895	0	0.0527040935672515	0.434033918128655	0.380230994152047	0.738518713450292	1	0.0962245614035088	1	0.897283625730994	0.838204093567251	0.0962245614035088	0.906086549707602	1	0.999370175438597	1	0.908337426900585	0.878358479532164	0.897940350877193	0.910916374269006	0.912300584795322	0.73640701754386	0.775835087719298	0.680272514619883	1	0.901181286549708	0.784799415204678	0.885029239766082	0.936816959064327	0.90893918128655	0.972402339181286	0.549756140350877	0.948757894736842	0.961707602339181	0.379737426900585	0.999370175438597	1	1	1	1	1	1	0.914119298245614	1	1	1	1	1	1	0.912107602339181	1	1	1	0.910553216374269	0.946861403508772	0.852009356725146	0.908807602339181	0.969497076023392	0.096633918128655	0.974785380116959	0.94750350877193	0.208511111111111	0.947436842105263	1	0.999370760233918	1	0.999370175438597	1	1	0.905509941520468	1	1	1	1	0.909068421052632	0.0962245614035088	0.0962245614035088	0.915375438596491	0.0962245614035088	0.935365497076023	1	0.0962245614035088	0.999507602339181	1	1	1	0.908197076023392	0.0956994152046784	0.908223976608187	0.908222222222222	0.908191228070175	0.908623976608187	1	0.908180116959064	0.903395321637427	0.096253216374269	0.951194736842105	1	0.999370175438597	1	1	1	0.203158479532164	0.0690672514619883	0.0652929824561403
SRR13404634	1	1	1	1	0.94599649122807	1	0.942142105263158	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.957870175438596	1	1	1	1	1	1	0.756635087719298	0.0527040935672515	0	0.430336257309942	0.38086081871345	0.735954385964912	1	0.113581871345029	1	0.897283625730994	0.838833918128655	0.113581871345029	0.887687134502924	1	1	1	0.900024561403509	0.867373684210526	0.887848538011696	0.899923391812866	0.900119883040936	0.725622807017544	0.766819883040936	0.676045614035088	1	0.888626315789474	0.785429239766082	0.876324561403509	0.91813918128655	0.900212865497076	0.963354970760234	0.543842105263158	0.956241520467836	0.983780701754386	0.385120467836257	1	1	1	1	1	1	1	0.896126315789474	1	1	1	1	1	1	0.895871929824561	1	1	1	0.907765497076023	0.949259064327485	0.82839649122807	0.89162865497076	0.953463157894737	0.114484795321637	0.986406432748538	0.935227485380117	0.199805847953216	0.94977134502924	1	1	1	1	1	1	0.893168421052632	1	1	1	1	0.898080116959064	0.113581871345029	0.113581871345029	0.890653801169591	0.113581871345029	0.939113450292398	1	0.113581871345029	1	1	1	1	0.900279532163743	0.113031578947368	0.900016959064327	0.899985380116959	0.900218713450292	0.902043859649123	1	0.900102339181287	0.895028070175439	0.113583625730994	0.960594152046784	1	1	1	1	1	0.190781286549708	0.0705836257309942	0.0698888888888889
SRR13404636	1	1	1	1	0.82967134502924	1	0.927615204678363	1	0.99924269005848	1	1	0.99924269005848	0.99924269005848	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.852195906432749	1	1	1	1	1	1	0.756635087719298	0.434033918128655	0.430336257309942	0	0.524815789473684	0.393715204678363	1	0.524791228070175	1	0.897283625730994	0.838833918128655	0.524791228070175	0.824205263157895	1	1	1	0.804218128654971	0.799309941520468	0.815180701754386	0.831748538011696	0.837425730994152	0.660251461988304	0.702427485380117	0.673952046783626	1	0.832330994152047	0.785429239766082	0.804012865497076	0.895440350877193	0.817007602339181	0.954898245614035	0.541666666666667	0.880047953216374	0.599169590643275	0.338494152046784	1	1	1	1	1	1	1	0.845942105263158	1	1	1	1	1	1	0.845477777777778	1	1	1	0.732363157894737	0.824142105263158	0.800092397660819	0.833290643274854	0.934308771929825	0.522673684210526	0.612697660818713	0.91269649122807	0.427269590643275	0.880077777777778	1	0.99924269005848	1	1	1	1	0.679449707602339	1	1	1	1	0.825256140350877	0.524791228070175	0.524791228070175	0.855463742690058	0.524791228070175	0.561251461988304	1	0.524791228070175	1	1	1	1	0.773933333333333	0.524193567251462	0.786763742690058	0.785587719298246	0.757415204678363	0.780778362573099	1	0.736763742690059	0.785647953216374	0.524791228070175	0.910558479532164	1	1	1	1	1	0.402730994152047	0.438187719298246	0.461638011695906
SRR13404640	1	0.997838596491228	0.941033333333333	1	1	0.93665730994152	1	1	0.983641520467836	0.984243274853801	0.858190058479532	0.960609941520468	0.968160233918129	0.97855730994152	0.887016374269006	1	1	0.804429824561403	0.804383040935672	0.991270760233918	0.941152046783626	0.958505263157895	0.726852631578947	0.996611695906433	1	1	1	1	1	1	1	1	1	0.887016374269006	0.996732748538012	0.620076023391813	0.380230994152047	0.38086081871345	0.524815789473684	0	0.827451461988304	0.940942105263158	0.38086081871345	0.940942105263158	0.838225730994152	0.70227485380117	0.38086081871345	0.995572514619883	1	0.90590701754386	1	0.995890643274854	0.953511695906433	0.98636081871345	0.977704678362573	0.997043859649123	0.810802923976608	0.86176081871345	0.702097660818713	1	0.983643859649123	0.71903216374269	0.974861403508772	0.957645029239766	1	0.954231578947368	0.518816374269006	0.99837134502924	0.861219883040936	0.44556432748538	0.907816374269006	1	1	1	0.887016374269006	0.887016374269006	1	0.998357894736842	1	1	1	1	1	1	1	1	1	1	0.965051461988304	1	0.91969649122807	1	1	0.378982456140351	1	1	0.376398245614035	1	1	0.935743859649123	1	0.863440935672515	0.927787134502924	0.927764912280702	0.927739766081871	1	1	1	1	1	0.374392397660819	0.38086081871345	1	0.38086081871345	1	1	0.38086081871345	0.990679532163743	1	1	1	0.999043274853801	0.38086081871345	1	0.928787134502924	1	1	0.92210701754386	1	0.971045614035088	0.38086081871345	1	1	0.863797660818713	1	1	1	0.381063742690058	0.38086081871345	0.38086081871345
SRR13404641	1	1	1	1	0.848950877192982	1	0.539972514619883	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.876179532163743	1	1	1	1	1	1	0.828076608187134	0.738518713450292	0.735954385964912	0.393715204678363	0.827451461988304	0	1	0.827451461988304	1	0.897395321637427	0.848750292397661	0.827451461988304	0.738118128654971	1	1	1	0.74061052631579	0.720119883040936	0.781905847953216	0.777386549707602	0.812533333333333	0.667202923976608	0.71143216374269	0.801838011695906	1	0.832787134502924	0.829694152046784	0.80469298245614	0.916822807017544	0.792216959064327	0.964628070175439	0.778833333333333	0.904031578947368	0.657695906432749	0.386940350877193	1	1	1	1	1	1	1	0.832314035087719	1	1	1	1	1	1	0.848785380116959	1	1	1	0.749504678362573	0.84888947368421	0.818233333333333	0.693735087719298	0.959084210526316	0.825333918128655	0.672934502923977	0.935413450292398	0.753994152046784	0.905160233918129	1	1	1	1	1	1	0.578300584795322	1	1	1	1	0.461988304093567	0.827451461988304	0.827451461988304	0.486333918128655	0.827451461988304	0.216370175438596	1	0.827451461988304	1	1	1	1	0.752380116959064	0.826926315789474	0.716448538011696	0.751359649122807	0.732577777777778	0.784509941520468	1	0.701759649122807	0.721844444444444	0.827451461988304	0.922883040935673	1	1	1	1	1	0.726580116959064	0.762170175438596	0.780887719298246
SRR13442813	1	0.604408187134503	0.480919883040936	0.606569590643275	0.606569590643275	0.753214619883041	0.797724561403509	0.765015789473684	0.823221052631579	0.777522807017544	0.865469590643275	0.951731578947368	0.969226315789474	0.987777777777778	1	1	0.782216374269006	0.834499415204678	0.579769005847953	1	1	0.972671929824561	0.931312865497076	1	1	1	1	0.926581286549708	1	1	1	0.963397076023392	0.998270175438597	1	1	1	1	1	1	0.940942105263158	1	0	1	0.413215204678363	0.671178947368421	1	1	1	1	0.966322222222222	1	0.999229239766082	0.950930994152047	0.999697076023392	0.979561988304094	0.999858479532164	0.979530994152047	0.99861052631579	1	0.953587719298246	1	0.864839766081871	1	0.859404678362573	1	0.956998830409357	0.96214269005848	1	0.987772514619883	1	0.959294736842105	1	1	1	1	1	0.606569590643275	0.88917134502924	0.606569590643275	0.606569590643275	0.606569590643275	0.606569590643275	0.606569590643275	0.730706432748538	0.929268421052632	0.609512865497076	0.606569590643275	0.606569590643275	0.840481871345029	0.790842105263158	0.715150292397661	0.977925730994152	0.847587719298246	0.979750292397661	0.946883040935672	0.606569590643275	0.981146198830409	0.994247953216374	1	0.953837426900585	0.997995321637427	0.837306432748538	1	1	0.997219883040936	1	0.606569590643275	1	1	1	1	1	1	1	1	1	1	1	0.606569590643275	0.606569590643275	0.606569590643275	0.998826900584795	1	1	0.998436257309941	0.999156140350877	0.99929649122807	0.97570350877193	0.992618713450292	0.959271929824561	1	0.894251461988304	1	1	1	1	1	1	1	1
SRR13442815	1	1	1	1	1	0.999888888888889	1	1	0.999887719298246	0.999887719298246	0.999887719298246	0.999887719298246	0.999887719298246	0.999781871345029	1	1	1	1	1	0.999614035087719	0.999614035087719	0.999614035087719	0.999614035087719	1	1	0.999726315789474	0.999888304093567	0.999726315789474	0.999750292397661	0.999726315789474	1	0.999984210526316	0.999733333333333	0.999622807017544	0.999622807017544	0.756635087719298	0.0962245614035088	0.113581871345029	0.524791228070175	0.38086081871345	0.827451461988304	1	0	0.999726315789474	0.896897660818713	0.838833918128655	0.000385964912280701	0.999726315789474	0.999614035087719	0.999614035087719	0.999614035087719	0.999895321637427	0.967250877192982	0.98780350877193	0.999955555555556	0.999964912280702	0.824861988304094	0.864299415204678	0.701713450292398	0.999887719298246	0.986902339181287	0.785043274853801	0.974650877192982	0.999614035087719	0.99990350877193	0.999614035087719	0.592601169590643	0.998347953216374	0.98358947368421	0.442955555555556	0.999614035087719	1	0.999726315789474	0.999726315789474	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.91969649122807	1	1	0.0671216374269006	1	1	0.268075438596491	1	1	0.999614035087719	1	1	0.999726315789474	0.999726315789474	1	1	1	0.999726315789474	1	1	0.00659824561403509	0.000385964912280701	1	0.000385964912280701	1	1	0.000385964912280701	0.999689473684211	1	1	1	0.999992397660819	0.00670877192982456	1	1	0.999990058479532	1	1	1	0.995045029239766	0.0292321637426901	1	0.999726315789474	0.999726315789474	0.999726315789474	1	1	0.276911695906433	0.115269005847953	0.0773216374269006
SRR13442818	1	0.787014619883041	0.663526315789474	0.789176023391813	0.789176023391813	0.886973099415205	0.803973099415205	0.898774269005848	0.834549707602339	0.795381286549708	0.885535087719298	0.961553801169591	0.9787216374269	0.983348538011696	1	1	0.796673684210526	0.834499415204678	0.626722807017544	0.628617543859649	0.587913450292398	0.831133918128655	0.85610701754386	1	1	0.780969590643275	1	0.513366666666667	0.98703918128655	0.910856140350877	1	0.963021637426901	0.978361988304093	0.979397660818713	0.847956725146199	1	1	1	1	0.940942105263158	1	0.413215204678363	0.999726315789474	0	0.610123976608187	1	1	0.941357894736842	0.586785380116959	0.571040350877193	0.598442105263158	0.998849122807018	0.950408187134503	0.999346783625731	0.979783625730994	1	0.980471929824561	0.999285964912281	0.81369298245614	0.953587719298246	0.993022222222222	0.792123391812866	0.995354970760234	0.650646783625731	0.999707602339181	0.717444444444444	0.802745614035088	0.999623976608187	0.985817543859649	0.999854970760234	0.546080116959064	1	0.586785380116959	0.586785380116959	1	1	0.789176023391813	0.889174269005848	0.789176023391813	0.789176023391813	0.789176023391813	0.789176023391813	0.789176023391813	0.790115204678363	0.929268421052632	0.789176023391813	0.789176023391813	0.789176023391813	0.840853216374269	0.804593567251462	0.789531578947368	0.977925730994152	0.848162573099415	0.979750292397661	0.946883040935672	0.789176023391813	0.981146198830409	0.994247953216374	1	0.746259064327485	0.997995321637427	0.837408771929825	0.586785380116959	0.586785380116959	0.997219883040936	1	0.789176023391813	0.827356725146199	1	1	1	1	1	1	1	1	1	0.963530994152047	0.789176023391813	0.789176023391813	0.789176023391813	0.99872865497076	0.999357894736842	1	0.998436257309941	0.998902923976608	0.99929649122807	0.97570350877193	0.994729239766082	0.966156140350877	1	0.894251461988304	0.586785380116959	0.618091228070175	0.586785380116959	1	1	1	1	1
SRR13442824	0.927930409356725	0.833517543859649	0.711708771929825	0.835678947368421	0.835678947368421	0.863361403508772	0.83630350877193	0.809866666666667	0.755776023391813	0.798415789473684	0.813526315789474	0.859269590643275	0.846895906432748	0.976036842105263	1	1	0.835878947368421	0.847268421052632	0.8355	0.813009356725146	0.874074269005848	0.693763157894737	0.830047368421053	0.99943567251462	1	0.938593567251462	0.943681871345029	0.86517485380117	0.987042105263158	0.938754970760234	1	0.957406432748538	0.978002923976608	0.926866081871345	0.923373684210526	0.897283625730994	0.897283625730994	0.897283625730994	0.897283625730994	0.838225730994152	0.897395321637427	0.671178947368421	0.896897660818713	0.610123976608187	0	0.89744269005848	0.897283625730994	0.948622222222222	0.708878947368421	0.625511695906433	0.719685380116959	0.985304678362573	0.901316374269006	0.978023976608187	0.97689298245614	0.998147953216374	0.874805847953216	0.845719298245614	0.811350292397661	0.662369005847953	0.975263742690058	0.498505263157895	0.960501169590643	0.605091228070175	0.990256140350877	0.809774269005848	0.726202339181287	0.997995321637427	0.936285964912281	0.895754385964912	0.779993567251462	1	0.938593567251462	0.938593567251462	1	1	0.835678947368421	0.889659064327485	0.835678947368421	0.835678947368421	0.835678947368421	0.835678947368421	0.835678947368421	0.8357	0.929273099415205	0.835678947368421	0.835678947368421	0.835678947368421	0.846544444444444	0.837433333333333	0.758088888888889	0.977925730994152	0.855675438596491	0.877033918128655	0.946883040935672	0.835678947368421	0.858238011695906	0.994247953216374	1	0.816153216374269	0.997995321637427	0.805556725146199	0.938593567251462	0.938593567251462	0.974738596491228	0.866590643274854	0.763609356725146	0.938593567251462	0.883694736842105	1	0.897283625730994	0.897283625730994	1	0.897283625730994	1	1	0.897283625730994	0.887644444444444	0.835678947368421	0.835678947368421	0.835678947368421	0.998418713450292	0.896641520467836	1	0.99490350877193	0.998679532163743	0.998183040935672	0.966756140350877	0.994729239766082	0.946777192982456	0.897283625730994	0.894282456140351	0.938593567251462	0.938593567251462	0.938593567251462	1	1	0.897283625730994	0.897283625730994	0.897283625730994
SRR13442825	1	1	1	1	1	0.960139766081871	1	1	0.983641520467836	0.989395906432749	0.800059649122807	0.960609941520468	0.975816374269006	0.97855730994152	1	1	1	0.77240350877193	0.653325730994152	0.991270760233918	1	0.958504678362573	0.457001169590643	1	1	1	1	1	1	1	1	1	1	1	0.996732748538012	0.0823988304093567	0.838204093567251	0.838833918128655	0.838833918128655	0.70227485380117	0.848750292397661	1	0.838833918128655	1	0.89744269005848	0	0.838833918128655	0.995572514619883	1	0.925064912280702	1	0.998966666666667	0.966659064327485	0.98720350877193	0.999451461988304	0.998709356725146	0.846747368421053	0.868879532163743	0.838834502923977	1	0.983643859649123	0.773001169590643	0.974861403508772	1	1	0.954230409356725	0.764504678362573	0.99837134502924	0.847995321637427	0.838833918128655	0.946519883040936	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.919745029239766	1	1	0.838833918128655	1	1	0.838833918128655	1	1	0.946284210526316	1	0.202843274853801	1	1	1	1	1	1	1	1	0.838833918128655	0.838833918128655	1	0.838833918128655	1	1	0.838833918128655	0.990679532163743	1	1	1	0.999783625730994	0.838833918128655	1	1	1	1	1	1	0.995143859649123	0.838833918128655	1	1	0.79609649122807	1	1	1	0.838833918128655	0.838833918128655	0.838833918128655
SRR13442827	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.756635087719298	0.0962245614035088	0.113581871345029	0.524791228070175	0.38086081871345	0.827451461988304	1	0.000385964912280701	1	0.897283625730994	0.838833918128655	0	1	1	1	1	1	0.967358479532164	0.987874269005848	1	1	0.82493567251462	0.86436783625731	0.702097660818713	1	0.987161988304094	0.785429239766082	0.974861403508772	1	1	1	0.592987134502924	0.99837134502924	0.983780701754386	0.442978362573099	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.91969649122807	1	1	0.0671216374269006	1	1	0.268075438596491	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00646842105263158	0	1	0	1	1	0	1	1	1	1	1	0.00660643274853802	1	1	1	1	1	1	0.995143859649123	0.0292298245614035	1	1	1	1	1	1	0.276911695906433	0.115269005847953	0.0773216374269006
SRR13442828	1	1	1	1	0.863482456140351	0.995579532163743	0.813194736842105	1	0.996149122807018	0.996755555555556	0.995572514619883	0.995593567251462	0.995761988304094	0.991414619883041	1	1	1	0.995572514619883	0.995572514619883	0.935943274853801	0.941357894736842	0.936936842105263	0.940978947368421	1	1	0.941357894736842	1	0.941357894736842	0.271841520467836	0.942052631578947	1	0.999624561403509	0.979622222222222	0.979602923976608	0.939919298245614	0.995572514619883	0.906086549707602	0.887687134502924	0.824205263157895	0.995572514619883	0.738118128654971	1	0.999726315789474	0.941357894736842	0.948622222222222	0.995572514619883	1	0	0.941357894736842	0.93408947368421	0.941357894736842	0.136487134502924	0.259942105263158	0.166052631578947	0.275653801169591	0.181327485380117	0.372709356725146	0.322638596491228	0.912848538011696	1	0.469392397660819	0.940724561403509	0.376556140350877	0.805483040935672	0.169134502923977	0.888148538011696	0.88055730994152	0.286908771929825	0.956918713450292	0.779330994152047	0.936932748538012	1	0.941357894736842	0.941357894736842	1	1	1	0.19289649122807	1	1	1	1	1	1	0.206077192982456	1	1	1	0.316350292397661	0.343615204678363	0.598902923976608	0.1209	0.314318128654971	0.997892397660819	0.928714619883041	0.873925730994152	0.772329239766082	0.274105847953216	1	0.934046198830409	1	0.995572514619883	0.941357894736842	0.941357894736842	0.459595321637427	1	1	0.941357894736842	1	0.429999415204678	1	1	0.714416959064327	1	0.775827485380117	1	1	0.962461988304094	1	1	1	0.16840701754386	0.998426900584795	0.128825730994152	0.178534502923977	0.165063742690058	0.489490058479532	1	0.158369590643275	0.160462573099415	1	0.914111695906433	0.941357894736842	0.933981286549708	0.941357894736842	1	1	0.723341520467836	0.884929824561403	0.923936842105263
SRR13442829	1	1	1	1	1	0.976367251461988	1	1	0.908063157894737	0.966822222222222	0.927588304093567	0.897715789473684	0.868158479532164	0.988258479532164	1	1	1	1	1	0.498538596491228	0.46409649122807	0.609801754385965	0.881548538011696	1	1	0.780969590643275	0.970147953216374	0.380940350877193	0.98703918128655	0.910856140350877	1	0.999624561403509	0.979688888888889	0.926818128654971	0.83273216374269	1	1	1	1	1	1	1	0.999614035087719	0.586785380116959	0.708878947368421	1	1	0.941357894736842	0	0.258862573099415	0.341004093567251	0.992985964912281	0.993154970760234	0.996151461988304	0.997109356725146	0.998147953216374	0.996351461988304	0.997134502923977	0.789166081871345	0.633835087719298	0.988101169590643	0.715849707602339	0.990305847953216	0.596208771929825	0.990256140350877	0.703439766081871	0.766498830409357	0.999623976608187	0.964732748538012	0.998888304093567	0.310381871345029	1	0.380940350877193	0.380940350877193	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.748374269005848	1	1	0.380940350877193	0.380940350877193	1	1	1	0.827356725146199	1	1	1	1	1	1	1	1	1	0.961149707602339	1	1	1	0.999718128654971	0.999357894736842	1	1	0.999746783625731	1	1	1	0.997367251461988	1	1	0.380940350877193	0.611219883040936	0.380940350877193	1	1	1	1	1
SRR13442830	0.956860233918129	0.99794269005848	0.980552631578947	1	1	0.878397660818713	0.976860233918129	0.935316959064327	0.88446081871345	0.9515216374269	0.835976023391813	0.851763742690059	0.830194736842105	0.966870760233918	1	1	1	0.905617543859649	0.905617543859649	0.457559649122807	0.462927485380117	0.53713567251462	0.790930409356725	1	1	0.780969590643275	0.970147953216374	0.54676081871345	0.98703918128655	0.882016959064327	1	0.996421052631579	0.949071929824561	0.926818128654971	0.794630994152047	0.925064912280702	0.999370175438597	1	1	0.90590701754386	1	0.966322222222222	0.999614035087719	0.571040350877193	0.625511695906433	0.925064912280702	1	0.93408947368421	0.258862573099415	0	0.351070760233918	0.982780701754386	0.979517543859649	0.989194736842105	0.996357894736842	0.996724561403509	0.989756140350877	0.957294152046784	0.789166081871345	0.670245614035088	0.984583625730994	0.655182456140351	0.990305847953216	0.577258479532164	0.990256140350877	0.609301169590643	0.648849122807018	0.999623976608187	0.890181871345029	0.998888304093567	0.336128070175439	1	0.54676081871345	0.54676081871345	1	1	1	0.998429824561404	1	1	1	1	1	1	1	1	1	1	0.989905847953216	1	1	1	1	0.998205263157895	1	1	0.981568421052632	1	1	0.611456725146199	0.979372514619883	0.903151461988304	0.522343859649123	0.523867251461988	1	0.956860233918129	0.956860233918129	0.827356725146199	1	1	1	1	1	1	1	1	1	0.906768421052632	1	1	1	0.998584795321637	0.999357894736842	1	1	0.99929649122807	0.999422222222222	0.989931578947368	0.998148538011696	0.967204093567251	1	1	0.54676081871345	0.515408771929825	0.54676081871345	1	1	1	1	1
