AM_N_068	SRR10034516	SRR10034517	SRR10034518	SRR10034523	SRR11426432	SRR11440496	SRR11445089	SRR11445090	SRR11445091	SRR11448239	SRR11448240	SRR11448241	SRR12053430	SRR12233820	SRR12235348	SRR12244814	SRR12245258	SRR12245523	SRR12527928	SRR12527929	SRR12527932	SRR12527933	SRR12527934	SRR12527935	SRR12527961	SRR12527962	SRR12527963	SRR12527964	SRR12527965	SRR12527966	SRR13404631	SRR13404632	SRR13404634	SRR13404636	SRR13404640	SRR13404641	SRR13442813	SRR13442815	SRR13442818	SRR13442824	SRR13442825	SRR13442827	SRR13442828	SRR13442829	SRR13442830	SRR13442831	SRR13769013	SRR13769014	SRR13769015	SRR13769016	SRR13769017	SRR13769018	SRR13769019	SRR14567209	SRR14567210	SRR14567211	SRR14567212	SRR14567213	SRR14567214	SRR14567217	SRR14567218	SRR14567219	SRR14567220	SRR14567221	SRR14567222	SRR1503066	SRR1503113	SRR1503129	SRR1503133	SRR17475010	SRR18500042	SRR18500043	SRR18500044	SRR18500045	SRR18500050	SRR18500061	SRR18500072	SRR18500076	SRR18500077	SRR18500078	SRR18500079	SRR18500080	SRR18500081	SRR18500082	SRR18500084	SRR18500085	SRR18500086	SRR18500087	SRR18500088	SRR18500090	SRR18500091	SRR2001612	SRR2001766	SRR2396653	SRR2895251	SRR2915407	SRR2954866	SRR3948531	SRR3948548	SRR3948572	SRR3948577	SRR5109826	SRR5109829	SRR5109832	SRR5117446	SRR5117450	SRR5253659	SRR5387735	SRR5387737	SRR5387738	SRR6148364	SRR6148366	SRR6148371	SRR6148374	SRR6148376	SRR6148378	SRR6148379	SRR8335253	SRR8335256	SRR8335258	SRR8754036	SRR8754038	SRR8867392	SRR8867393	SRR8867395
SRR11448239	1	0.94955730994152	0.94955730994152	0.94955730994152	0.94955730994152	0.877428070175439	0.936860233918129	0.266969590643275	0.483952631578947	0.418116374269006	0	0.149108187134503	0.306354970760234	0.913268421052632	0.948281286549708	0.939295321637427	0.867709356725146	0.905251461988304	0.817220467836257	0.840654385964912	0.991014035087719	1	1	0.910873099415205	0.942583040935672	0.991014035087719	1	0.957612865497076	0.990769590643275	0.919088888888889	0.981619883040936	0.948281286549708	0.999331578947368	1	0.998431578947368	0.948281286549708	1	0.936715204678363	0.999891228070175	0.94955730994152	0.81557485380117	0.948281286549708	1	0.952267251461988	0.865984210526316	0.807681286549708	0.866031578947368	0.819598245614035	0.906370175438596	0.947632748538012	0.913436257309941	0.960946783625731	0.926614035087719	0.972357894736842	0.945526900584795	0.817180701754386	0.959415789473684	0.763977777777778	0.968580701754386	0.788940935672515	0.852752046783626	0.690042105263158	0.729538011695906	1	0.762343274853801	0.997085964912281	0.883877777777778	0.443475438596491	1	1	0.94955730994152	0.94955730994152	0.76090701754386	0.940572514619883	0.94955730994152	0.94057134502924	0.94955730994152	0.393034502923977	0.686064912280702	0.94057134502924	0.94057134502924	0.94955730994152	0.94955730994152	0.94057134502924	0.94057134502924	0.94057134502924	0.935416374269006	0.96293216374269	0.94057134502924	0.895453801169591	0.981943274853801	0.94955730994152	0.982281871345029	0.748600584795322	0.984469590643275	0.897838596491228	1	1	1	0.94955730994152	1	1	1	1	1	0.443475438596491	1	0.988452631578947	0.94955730994152	0.94955730994152	0.94955730994152	0.71989649122807	1	0.989319298245614	0.936715204678363	0.927729239766082	1	0.931846198830409	1	0.948281286549708	1	1	0.991014035087719	1	1	1
SRR11448240	1	0.981718713450292	0.973911695906433	0.983315204678363	0.983315204678363	0.912843859649123	0.971819883040936	0.330265497076023	0.507943274853801	0.459847953216374	0.149108187134503	0	0.281144444444444	0.912891228070175	0.960738596491228	0.945477192982456	0.854468421052632	0.901581286549708	0.801193567251462	0.875753216374269	0.984736257309942	1	1	0.904595321637427	0.968179532163743	0.984736257309942	1	0.968943859649123	0.987688304093567	0.918453801169591	0.981678947368421	0.970142105263158	0.999336842105263	1	0.998431578947368	0.96073918128655	1	0.962416374269006	0.999891228070175	0.973911695906433	0.811761988304094	0.970142105263158	1	0.970561988304094	0.837434502923977	0.791407602339181	0.837913450292398	0.806249707602339	0.934685380116959	0.944822222222222	0.94071052631579	0.955321637426901	0.947019883040936	0.966877192982456	0.941973099415205	0.805730409356725	0.955076608187134	0.790893567251462	0.971305847953216	0.781715789473684	0.825597660818713	0.72169649122807	0.763536842105263	1	0.791652046783626	0.996873099415205	0.88923216374269	0.394823976608187	1	1	0.983315204678363	0.976656140350877	0.794664912280702	0.968057894736842	0.983315204678363	0.968051461988304	0.983315204678363	0.378254970760234	0.713684210526316	0.968051461988304	0.968051461988304	0.983315204678363	0.973912280701754	0.968059649122807	0.968051461988304	0.968051461988304	0.967452046783626	0.962056725146199	0.968051461988304	0.929211695906433	0.984204093567251	0.983315204678363	0.98500701754386	0.841501754385965	0.97859298245614	0.95345730994152	1	1	1	0.983315204678363	1	1	1	1	1	0.394823976608187	1	0.988887719298246	0.983315204678363	0.983315204678363	0.983315204678363	0.795197076023392	1	0.989950292397661	0.971819883040936	0.94770350877193	1	0.968322222222222	1	0.970142105263158	1	1	0.984736257309942	1	1	1
SRR11448241	1	0.963945029239766	0.963945029239766	0.963945029239766	0.963945029239766	0.908859064327485	0.963963157894737	0.496177192982456	0.534618713450292	0.506344444444444	0.306354970760234	0.281144444444444	0	0.927047953216374	0.937061988304094	0.919411111111111	0.939302923976608	0.947982456140351	0.925956725146199	0.852872514619883	0.982346198830409	1	0.987038596491228	0.913636842105263	0.933894736842105	0.969384795321637	1	0.953266081871345	0.975994736842105	0.966315789473684	0.971590058479532	0.937061988304094	0.999331578947368	1	1	0.93706432748538	1	0.963945029239766	0.999668421052632	0.950983625730994	0.929525730994152	0.937061988304094	1	0.932561403508772	0.965575438596491	0.907976023391813	0.965575438596491	0.931475438596491	0.926434502923977	0.956283040935673	0.934261988304094	0.958862573099415	0.937539766081871	0.973192397660819	0.951322807017544	0.928436842105263	0.957004678362573	0.867302923976608	0.980504093567251	0.911873099415205	0.966484210526316	0.728185964912281	0.779594152046784	0.987038596491228	0.858276608187134	0.996641520467836	0.917495906432748	0.204099415204678	0.987038596491228	0.987038596491228	0.963945029239766	0.963945029239766	0.775294736842105	0.946301169590643	0.963945029239766	0.946291228070175	0.963945029239766	0.233392397660819	0.69200350877193	0.946291228070175	0.946291812865497	0.963945029239766	0.963945029239766	0.946308187134503	0.946291228070175	0.946291228070175	0.947659649122807	0.956595906432748	0.946291228070175	0.909841520467836	0.982944444444444	0.963945029239766	1	0.890619298245614	0.980284210526316	0.90100701754386	0.987038596491228	0.987038596491228	1	0.963945029239766	0.987038596491228	1	1	1	1	0.187968421052632	1	0.976016959064328	0.963945029239766	0.963945029239766	0.963945029239766	0.866938011695906	0.999431578947368	0.997555555555556	0.963945029239766	0.933918713450292	1	0.963946198830409	0.987038596491228	0.924100584795322	0.987038596491228	1	0.982346198830409	1	1	1
SRR12053430	1	0.782030994152047	0.782030994152047	0.782030994152047	0.782030994152047	0.911021052631579	0.899306432748538	0.772371929824561	0.773668421052632	0.827687134502924	0.913268421052632	0.912891228070175	0.927047953216374	0	1	1	1	1	1	0.943043859649123	0.999236257309941	1	1	1	0.92633918128655	1	1	0.963094152046784	0.998254970760234	1	1	1	1	1	1	1	1	0.782030994152047	1	0.796554970760234	0.835737426900585	1	1	1	1	1	1	1	0.800077777777778	1	0.917659064327485	1	0.946016959064327	1	1	0.953587719298246	1	0.808302923976608	1	0.889687134502924	1	0.955130994152047	0.969678947368421	1	0.947002923976608	1	1	1	1	1	0.782030994152047	0.782030994152047	0.782030994152047	0.782030994152047	0.782030994152047	0.782030994152047	0.782030994152047	0.783683040935673	0.782030994152047	0.782030994152047	0.782030994152047	0.782030994152047	0.782030994152047	0.782030994152047	0.782030994152047	0.782030994152047	0.782030994152047	0.98170701754386	0.782030994152047	0.782030994152047	0.981647368421053	0.782030994152047	1	0.964511111111111	0.997929824561403	0.83753216374269	1	1	1	0.782030994152047	1	1	1	1	1	1	1	1	0.782030994152047	0.782030994152047	0.782030994152047	0.798726900584795	1	0.998465497076023	0.782030994152047	0.782030994152047	1	0.88372865497076	1	1	1	1	1	1	1	1
SRR12233820	1	0.997888304093567	0.876830409356725	1	1	0.935890643274854	1	0.973597076023392	0.968491228070175	0.764538011695906	0.948281286549708	0.960738596491228	0.937061988304094	1	0	0.567562573099415	0.991377777777778	1	0.95839649122807	0.718245614035088	1	1	1	1	1	1	1	1	1	1	0.996632748538012	0.771987134502924	0.999331578947368	1	1	0.760964912280702	1	0.834522807017544	1	0.834522807017544	0.847375438596491	0.771987134502924	1	0.932901169590643	1	0.90543918128655	1	0.926266666666667	0.940010526315789	0.936369590643275	0.986390643274854	0.978283625730994	0.996285380116959	0.997321052631579	1	1	0.992555555555556	0.905315789473684	1	0.947564912280702	1	0.951765497076023	0.889055555555555	1	0.771987134502924	1	0.905670760233918	1	1	1	1	0.987005263157895	1	1	1	1	1	1	1	1	1	1	0.931987134502924	1	1	1	1	0.998128070175439	1	1	0.994180116959064	1	1	0.935618128654971	1	0.771987134502924	1	1	1	1	1	1	1	1	1	1	1	0.990741520467836	1	1	1	0.728866081871345	0.997291812865497	1	1	0.97505730994152	1	0.935176608187134	1	0.802991228070175	1	1	1	1	1	1
SRR12235348	1	0.997888304093567	0.874521052631579	1	1	0.935890643274854	1	0.960351461988304	0.89627134502924	0.663154385964912	0.939295321637427	0.945477192982456	0.919411111111111	1	0.567562573099415	0	0.909488888888889	0.813422222222222	0.848155555555556	0.550633333333333	0.918111111111111	1	0.889759064327485	0.918111111111111	0.951623391812865	0.918111111111111	1	0.918111111111111	0.984348538011696	0.890250292397661	0.996632748538012	0.6528	0.999331578947368	1	1	0.760290058479532	1	0.580383625730994	1	0.626583625730994	0.835687719298246	0.6528	1	0.932901169590643	1	0.90543918128655	0.889759064327485	0.745134502923977	0.831716374269006	0.830387719298246	0.876182456140351	0.862980701754386	0.894688304093567	0.894252631578947	0.808433333333333	0.918111111111111	0.910666666666667	0.905315789473684	0.889759064327485	0.760940935672515	0.965087134502924	0.779346198830409	0.893419883040936	1	0.557334502923977	0.998505263157895	0.86103918128655	0.889762573099415	1	1	1	0.987005263157895	1	0.930570760233918	1	0.918111111111111	1	1	0.950461988304094	0.918111111111111	0.923169590643275	1	0.931981871345029	0.932615204678363	0.918111111111111	0.918111111111111	0.991493567251462	0.966564912280702	0.918111111111111	1	0.994180116959064	1	0.889759064327485	0.935618128654971	0.918111111111111	0.6528	1	1	1	1	1	1	1	1	1	1	1	0.990741520467836	1	1	1	0.53253567251462	0.995217543859649	0.888800584795322	1	0.834299415204678	0.971027485380117	0.851270760233918	1	0.796656140350877	1	1	0.918111111111111	1	1	0.998608187134503
SRR12244814	1	1	1	1	1	0.95740350877193	0.989575438596491	0.859046783625731	0.840274269005848	0.853194736842105	0.867709356725146	0.854468421052632	0.939302923976608	1	0.991377777777778	0.909488888888889	0	0.387542105263158	0.697825730994152	0.812008187134503	0.546600584795322	1	0.780438596491228	0.515990058479532	0.575134502923977	0.488169005847953	1	0.545440350877193	0.951979532163743	0.887378362573099	0.816271929824561	0.991377777777778	0.999490058479532	1	1	0.991377777777778	1	1	0.99962865497076	0.628806432748538	0.813158479532164	0.991377777777778	1	0.603605847953216	0.499350877192982	0.458466081871345	0.503507602339181	0.508452046783626	0.945668421052632	0.934754385964912	0.532390058479532	0.524576608187134	0.592956140350877	0.634572514619883	0.593162573099415	0.425802339181287	0.516665497076023	0.762833918128655	0.973878947368421	0.470920467836257	0.845566666666667	0.603143274853801	0.720773099415205	0.809590643274854	0.762853801169591	0.996459064327485	0.529591228070175	1	0.624346198830409	0.624346198830409	1	1	1	0.920508771929824	1	0.737447368421053	1	1	0.949012865497076	0.546205263157895	0.901116959064327	1	1	0.924401169590643	0.717447953216374	0.753566666666667	0.991493567251462	0.968308771929825	0.546246198830409	1	1	1	1	0.710774269005848	0.536188888888889	0.991377777777778	0.6140216374269	0.614101754385965	1	1	0.827398245614035	1	1	1	1	1	1	0.954607602339181	1	1	1	0.847095321637427	0.999346783625731	0.999041520467836	1	0.884115789473684	1	1	0.624346198830409	0.61727134502924	0.624346198830409	1	0.545829824561403	1	1	1
SRR12245258	1	1	1	1	1	0.976461403508772	1	0.91858947368421	0.85676783625731	0.895171929824561	0.905251461988304	0.901581286549708	0.947982456140351	1	1	0.813422222222222	0.387542105263158	0	0.635618713450292	0.80327485380117	0.844897076023392	1	0.652938011695906	0.815278362573099	0.449550877192982	0.755815789473684	1	0.844505263157895	0.963941520467836	0.778516959064327	0.82780701754386	1	1	1	1	1	1	1	0.99962865497076	0.587073684210526	0.869962573099415	1	1	0.498762573099415	0.430641520467836	0.452369005847953	0.381886549707602	0.562928070175439	0.825302339181286	0.811778362573099	0.78846081871345	0.795722222222222	0.806902923976608	0.80507485380117	0.408285380116959	0.776716959064327	0.797583625730994	0.82827134502924	0.754018128654971	0.352783040935672	0.847480116959064	0.423681871345029	0.751132748538012	0.809590643274854	0.791490643274854	0.996459064327485	0.34192865497076	0.872512865497076	0.498762573099415	0.498762573099415	1	1	1	0.920591228070175	1	0.84493567251462	1	1	0.949015204678363	0.844897076023392	0.901629239766082	1	1	0.924458479532164	0.844908187134503	0.845046198830409	0.991493567251462	0.968308771929825	0.844897076023392	1	1	1	0.780129824561403	0.734501754385965	0.83989298245614	1	0.498762573099415	0.498762573099415	1	1	0.827398245614035	1	1	1	1	1	1	0.959421052631579	1	1	1	0.886885964912281	0.997266081871345	0.861106432748538	1	0.820641520467836	0.971025730994152	0.780129824561403	0.498762573099415	0.611097660818713	0.498762573099415	1	0.844897076023392	1	1	0.998608187134503
SRR12245523	1	1	1	1	1	0.915614619883041	0.938658479532164	0.81173216374269	0.91333216374269	0.829857894736842	0.817220467836257	0.801193567251462	0.925956725146199	1	0.95839649122807	0.848155555555556	0.697825730994152	0.635618713450292	0	0.787045029239766	1	1	0.324188888888889	0.970160233918129	0.831299415204678	0.910923391812866	1	0.998647368421053	0.979595906432749	0.71283216374269	0.838385964912281	0.95839649122807	0.999331578947368	1	1	0.95839649122807	1	0.972572514619883	0.99962865497076	0.831299415204678	0.693898245614035	0.95839649122807	1	0.79120350877193	0.610647368421053	0.537288888888889	0.27959649122807	0.634962573099415	0.495253216374269	0.43340350877193	0.956456140350877	0.938790643274854	0.963576023391813	0.964314619883041	0.638808771929825	0.779347953216374	0.967856140350877	0.634334502923977	0.466267251461988	0.497486549707602	0.714988888888889	0.495440935672515	0.707013450292398	0.835453216374269	0.785943274853801	0.997953801169591	0.67579298245614	0.805039766081871	0.831299415204678	0.831299415204678	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.492297660818713	0.752887134502924	1	0.927759649122807	0.831299415204678	0.831299415204678	1	1	0.840551461988304	1	1	1	1	1	1	0.952109356725146	1	1	1	0.792102923976608	0.997266081871345	0.490979532163743	0.972572514619883	0.833514035087719	0.971025730994152	0.492570760233918	0.831299415204678	0.789695906432749	0.831299415204678	1	1	1	1	0.998608187134503
SRR12527928	1	0.940945029239766	0.912575438596491	0.943043859649123	0.943043859649123	0.860025730994152	0.943369005847953	0.849540935672515	0.833091228070175	0.560743859649123	0.840654385964912	0.875753216374269	0.852872514619883	0.943043859649123	0.718245614035088	0.550633333333333	0.812008187134503	0.80327485380117	0.787045029239766	0	0.970985964912281	1	0.883249122807018	0.942073099415205	0.822817543859649	0.887670175438596	1	0.935638011695906	0.96364269005848	0.893877192982456	0.886764912280702	0.31197485380117	0.999331578947368	1	1	0.802270760233918	1	0.91257485380117	0.99962865497076	0.816911695906433	0.796630994152047	0.311206432748538	1	0.837238011695906	0.84959298245614	0.757102923976608	0.828505263157895	0.828968421052632	0.84962865497076	0.893970760233918	0.874102923976608	0.91585730994152	0.896383625730994	0.944078362573099	0.827059064327485	0.873816374269006	0.938823391812865	0.703704093567251	0.952841520467836	0.712995321637427	0.896472514619883	0.717080701754386	0.724885380116959	0.904338011695906	0.258484210526316	0.996466666666667	0.751219298245614	0.978912280701754	0.904336842105263	0.904336842105263	0.943043859649123	0.930809356725146	0.943043859649123	0.914140935672515	0.943043859649123	0.914029824561403	0.943043859649123	0.943043859649123	0.915285964912281	0.914029824561403	0.914047368421053	0.943043859649123	0.912917543859649	0.914173099415205	0.914029824561403	0.914029824561403	0.93487485380117	0.956662573099415	0.914029824561403	0.943043859649123	0.976090058479532	0.943043859649123	0.978912280701754	0.766897660818713	0.968915789473684	0.254253216374269	0.904336842105263	0.904336842105263	1	0.943043859649123	0.904337426900585	1	1	1	1	1	1	0.952085964912281	0.943043859649123	0.943043859649123	0.943043859649123	0.705708187134503	0.994701169590643	0.976426900584795	0.943043859649123	0.840662573099415	0.981916374269006	0.898719883040936	0.904336842105263	0.700985964912281	0.904336842105263	1	0.970985964912281	1	1	0.998647368421053
SRR12527929	1	1	1	1	1	1	1	0.986751461988304	0.914270760233918	0.962380116959064	0.991014035087719	0.984736257309942	0.982346198830409	0.999236257309941	1	0.918111111111111	0.546600584795322	0.844897076023392	1	0.970985964912281	0	0.550235087719298	1	0.45053567251462	0.950788304093567	0.584043274853801	0.550235087719298	0.137854385964912	0.984345614035088	0.550235087719298	1	1	1	1	1	1	1	1	1	1	0.999449707602339	1	1	1	1	1	1	0.655597660818713	0.975484795321637	0.976780701754386	0.451078947368421	0.451078947368421	0.607659064327485	0.644004093567251	0.830463157894737	0.506100584795322	0.451078947368421	1	0.999515789473684	0.83697485380117	1	0.933318128654971	1	1	0.898767251461988	0.998444444444444	1	1	1	1	1	1	1	0.920508771929824	1	0.737447368421053	1	1	0.949012865497076	0.466481286549708	0.901116959064327	1	1	0.924401169590643	0.717443859649123	0.753566666666667	0.991493567251462	0.968308771929825	0.467256140350877	1	0.999602923976608	1	1	1	0.426522807017544	1	1	1	0.999449707602339	1	0.736126900584795	0.999449707602339	1	1	1	1	1	0.995238011695906	1	1	1	1	1	0.998938596491228	1	0.925581286549708	1	1	1	1	1	0.550235087719298	0.451078947368421	1	1	1
SRR12527932	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.550235087719298	0	1	1	1	1	0	0.686052631578947	1	0.287173099415205	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.991811111111111	0.992436257309941	1	1	0.998794736842105	0.99862865497076	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.975443859649123	1	1	1	1	1	0.736126900584795	1	1	1	1	1	1	0.995426900584795	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1
SRR12527933	1	1	1	1	1	1	1	1	1	1	1	1	0.987038596491228	1	1	0.889759064327485	0.780438596491228	0.652938011695906	0.324188888888889	0.883249122807018	1	1	0	1	0.780438596491228	0.910918713450292	1	0.999608187134503	0.980020467836257	0.794485380116959	0.849102923976608	1	1	1	1	1	1	1	0.999737426900585	0.780438596491228	0.93814269005848	1	1	0.780438596491228	0.780438596491228	0.780438596491228	0.44013918128655	0.813990643274854	0.520820467836257	0.330026315789474	0.97146081871345	0.966377192982456	0.97853567251462	0.976631578947368	0.631112865497076	1	0.985377192982456	0.896451461988304	0.351583040935672	0.658460233918129	0.935640935672515	0.543545614035088	0.822652631578947	0.810423976608187	0.973112865497076	0.999728070175439	0.735765497076023	0.805039766081871	0.780438596491228	0.780438596491228	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.309752631578947	0.801040350877193	1	1	0.780438596491228	0.780438596491228	1	1	0.827427485380117	1	1	1	1	1	1	0.96361052631579	1	1	1	0.952888888888889	0.997266081871345	0.219561403508772	1	0.894855555555556	0.971025730994152	0.409430994152047	0.780438596491228	0.780438596491228	0.780438596491228	1	1	1	1	0.998608187134503
SRR12527934	1	1	1	1	1	0.979897076023392	1	0.906610526315789	0.834528070175439	0.882243859649123	0.910873099415205	0.904595321637427	0.913636842105263	1	1	0.918111111111111	0.515990058479532	0.815278362573099	0.970160233918129	0.942073099415205	0.45053567251462	1	1	0	0.950788304093567	0.584036842105263	1	0.354657894736842	0.983923391812865	0.970243274853801	0.986293567251462	1	1	1	1	1	1	1	0.999891812865497	1	0.943602339181287	1	1	1	0.970160233918129	0.970160233918129	0.970160233918129	0.625757894736842	0.961706432748538	0.956498830409357	0.145677192982456	0.0946964912280702	0.600612280701754	0.633783040935673	0.808068421052632	0.472180116959064	0.100486549707602	0.970160233918129	0.975761988304094	0.807135087719298	0.970160233918129	0.853758479532164	0.920377192982456	1	0.868927485380117	0.996022807017544	0.970342105263158	0.949698830409357	1	1	1	1	0.949698830409357	0.920508771929824	1	0.737447368421053	1	0.949698830409357	0.898711695906433	0.438742105263158	0.901116959064327	1	1	0.924401169590643	0.717443859649123	0.753566666666667	0.982343859649123	0.957891228070175	0.440588304093567	0.957108771929825	0.992913450292398	1	1	0.972684795321637	0.107116959064327	1	1	1	0.973757894736842	1	1	0.973442105263158	1	1	1	0.949698830409357	1	0.995370760233918	1	1	1	0.970166666666667	1	0.997874269005848	1	0.925581286549708	1	1	1	1	1	1	0.106698830409357	1	1	1
SRR12527935	1	0.92633918128655	0.92633918128655	0.92633918128655	0.92633918128655	0.930581286549708	0.927915789473684	0.913158479532164	0.877876608187135	0.89227134502924	0.942583040935672	0.968179532163743	0.933894736842105	0.92633918128655	1	0.951623391812865	0.575134502923977	0.449550877192982	0.831299415204678	0.822817543859649	0.950788304093567	1	0.780438596491228	0.950788304093567	0	0.86170701754386	1	0.913946783625731	0.962770175438596	0.967771929824561	0.848928070175439	1	1	1	1	1	1	0.92633918128655	0.999737426900585	0.513260233918129	0.864481871345029	1	1	0.130701754385965	0.381045614035088	0.547908187134503	0.57676081871345	0.936758479532164	0.906298830409357	0.97734269005848	0.88397485380117	0.950788304093567	0.897952631578947	0.948604093567251	0.741258479532164	0.905404678362573	0.936165497076023	0.822790643274854	0.987580116959064	0.636752631578947	0.970561988304094	0.657943274853801	0.791127485380117	0.809590643274854	0.891856140350877	0.998233333333333	0.324127485380117	1	0.122872514619883	0.122872514619883	0.92633918128655	0.92633918128655	0.92633918128655	0.878353801169591	0.92633918128655	0.877127485380117	0.92633918128655	0.92633918128655	0.884888304093567	0.877127485380117	0.877380116959064	0.92633918128655	0.92633918128655	0.878698830409357	0.877127485380117	0.877127485380117	0.917859649122807	0.95196432748538	0.877127485380117	0.92633918128655	0.981667251461988	0.92633918128655	1	0.757704093567251	0.948718128654971	0.92633918128655	0.122872514619883	0.122872514619883	1	0.92633918128655	0.827398245614035	1	1	1	1	1	1	0.96361052631579	0.92633918128655	0.92633918128655	0.92633918128655	0.879228070175439	0.999346783625731	0.99750701754386	0.92633918128655	0.847281286549708	1	0.926512280701754	0.122872514619883	0.610977777777778	0.122872514619883	1	0.950788304093567	1	1	1
SRR12527961	1	1	1	1	1	0.560800584795322	0.948239766081871	0.986751461988304	0.914270760233918	0.962380116959064	0.991014035087719	0.984736257309942	0.969384795321637	1	1	0.918111111111111	0.488169005847953	0.755815789473684	0.910923391812866	0.887670175438596	0.584043274853801	1	0.910918713450292	0.584036842105263	0.86170701754386	0	1	0.583645029239766	0.469410526315789	0.967774269005848	0.416079532163743	1	1	1	1	1	1	1	0.999737426900585	0.910918713450292	0.938316374269006	1	1	0.910918713450292	0.910918713450292	0.882000584795322	0.910918713450292	0.62506783625731	0.974955555555556	0.977211695906433	0.584036842105263	0.584036842105263	0.601117543859649	0.644584795321637	0.741381871345029	0.584162573099415	0.569414035087719	0.911946783625731	0.987580116959064	0.747893567251462	0.970561988304094	0.811863742690058	0.897599415204678	0.910918713450292	0.890104093567251	0.998233333333333	0.910918713450292	1	0.910918713450292	0.910918713450292	1	1	1	0.920508771929824	1	0.737447953216374	1	1	0.949012865497076	0.584037426900585	0.901116959064327	1	1	0.924401169590643	0.717445029239766	0.753566666666667	0.991493567251462	0.968308771929825	0.584039766081871	1	1	1	1	0.893326900584795	0.558133918128655	1	0.870584210526316	0.875095321637427	1	1	0.910918713450292	1	1	1	1	1	1	0.963622222222222	1	1	1	0.95288947368421	0.999346783625731	0.999041520467836	1	0.785175438596491	1	1	0.910918713450292	0.910918713450292	0.910918713450292	1	0.584036842105263	1	1	1
SRR12527962	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.550235087719298	0	1	1	1	1	0	0.686052631578947	1	0.287173099415205	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.991811111111111	0.992436257309941	1	1	0.998794736842105	0.99862865497076	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.975443859649123	1	1	1	1	1	0.736126900584795	1	1	1	1	1	1	0.995426900584795	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1
SRR12527963	0.99759649122807	0.963094152046784	0.963094152046784	0.963094152046784	0.963094152046784	0.96320701754386	0.962139766081871	0.949845614035088	0.877364912280702	0.925474269005848	0.957612865497076	0.968943859649123	0.953266081871345	0.963094152046784	1	0.918111111111111	0.545440350877193	0.844505263157895	0.998647368421053	0.935638011695906	0.137854385964912	0.686052631578947	0.999608187134503	0.354657894736842	0.913946783625731	0.583645029239766	0.686052631578947	0	0.982226315789474	0.685663742690058	0.999608187134503	1	1	1	1	1	1	0.963094152046784	0.999984210526316	0.962702339181287	0.956936842105263	1	1	0.999608187134503	0.999608187134503	0.996263157894737	0.999608187134503	0.651873684210526	0.935256725146199	0.972870175438596	0.320427485380117	0.357010526315789	0.573351461988304	0.640522222222222	0.83007134502924	0.466706432748538	0.356645029239766	0.962702339181287	0.997634502923977	0.799685964912281	0.99961052631579	0.898290058479532	0.97286783625731	0.999608187134503	0.864461403508772	0.998263157894737	0.997205263157895	1	0.999608187134503	0.999608187134503	0.963094152046784	0.963094152046784	0.963094152046784	0.883602923976608	0.963094152046784	0.700541520467836	0.963094152046784	0.963094152046784	0.91210701754386	0.403074269005848	0.864211111111111	0.963094152046784	0.963094152046784	0.887495321637427	0.680538011695906	0.71666081871345	0.954587719298246	0.95119298245614	0.404756140350877	0.963094152046784	0.97903216374269	0.963094152046784	1	0.968823976608187	0.330387719298246	0.962129239766082	0.999608187134503	0.999608187134503	0.995199415204678	0.960690643274854	0.737024561403509	0.997602923976608	1	1	1	1	1	0.991969005847953	0.963094152046784	0.963094152046784	0.963094152046784	0.961737426900585	0.999966666666667	0.996966666666667	0.963094152046784	0.887318713450292	1	0.963094152046784	0.999608187134503	0.999608187134503	0.999608187134503	0.686052631578947	0.357010526315789	1	1	1
