AM_N_068 CA_N_007 CA_N_030 SRR10034516 SRR10034517 SRR10034518 SRR10034523 SRR10765021 SRR11426432 SRR11426433 SRR11440495 SRR11440496 SRR11445089 SRR11445090 SRR11445091 SRR11448239 SRR11448240 SRR11448241 SRR12053407 SRR12053408 SRR12053418 SRR12053420 SRR12053426 SRR12053430 SRR12233820 SRR12235348 SRR12244814 SRR12245258 SRR12245523 SRR12527928 SRR12527929 SRR12527932 SRR12527933 SRR12527934 SRR12527935 SRR12527936 SRR12527961 SRR12527962 SRR12527963 SRR12527964 SRR12527965 SRR12527966 SRR13404631 SRR13404632 SRR13404634 SRR13404636 SRR13404640 SRR13404641 SRR13442813 SRR13442815 SRR13442818 SRR13442822 SRR13442824 SRR13442825 SRR13442827 SRR13442828 SRR13442829 SRR13442830 SRR13442831 SRR13769013 SRR13769014 SRR13769015 SRR13769016 SRR13769017 SRR13769018 SRR13769019 SRR14567209 SRR14567210 SRR14567211 SRR14567212 SRR14567213 SRR14567214 SRR14567217 SRR14567218 SRR14567219 SRR14567220 SRR14567221 SRR14567222 SRR1503066 SRR1503113 SRR1503129 SRR1503133 SRR15496107 SRR15496114 SRR15496115 SRR17475010 SRR18500042 SRR18500043 SRR18500044 SRR18500045 SRR18500050 SRR18500061 SRR18500072 SRR18500076 SRR18500077 SRR18500078 SRR18500079 SRR18500080 SRR18500081 SRR18500082 SRR18500084 SRR18500085 SRR18500086 SRR18500087 SRR18500088 SRR18500090 SRR18500091 SRR2001612 SRR2001766 SRR2396653 SRR2895251 SRR2915407 SRR2954866 SRR3383868 SRR3948521 SRR3948531 SRR3948533 SRR3948536 SRR3948544 SRR3948548 SRR3948562 SRR3948566 SRR3948570 SRR3948572 SRR3948575 SRR3948577 SRR5109820 SRR5109826 SRR5109829 SRR5109831 SRR5109832 SRR5109833 SRR5117446 SRR5117450 SRR5253659 SRR5387735 SRR5387737 SRR5387738 SRR6148364 SRR6148366 SRR6148368 SRR6148369 SRR6148370 SRR6148371 SRR6148372 SRR6148374 SRR6148376 SRR6148378 SRR6148379 SRR8335253 SRR8335256 SRR8335258 SRR8754036 SRR8754038 SRR8754044 SRR8867392 SRR8867393 SRR8867394 SRR8867395
TRH191 0 0 0 0 0 0 0 0 0 0 0 0 0.0684333593141076 0 0 0.100306693126466 0.0520999468367889 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00075542423286191 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00070841269103916 0.000758086253369272 0 0.000526708803370936 0.000298946387789083 0.000304943769420449 0 0 0 0 0 0 0 0 0 0.0142737195633921 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.556483300589391 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000193020693426841 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRH211 0 0 0 0 0 0 0 0 0 0 0 0 0.00810600155884645 0.0425595684100105 0.0254207367306108 0.00685549341511817 0.0124047492468545 0.00611117640145728 0 0 0 0 0 0 0 0.0819672131147541 0.453961456102784 0.146086956521739 0 0.0229568411386593 0.548081213743864 0 0 0.893253629376601 0.0490196078431373 0.0142980935875217 0.415841584158416 0 0.643152555598907 0.0157162642259288 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0173967575602731 0.00377358490566038 0.00139392249790912 0.205529775715391 0.110186076745795 0.138970236436574 0.111976351550554 0.151020408163265 0.498344370860927 0.434540787221905 0 0 0.140589569160998 0 0.0634328358208955 0 0 0.0232605177993528 0.000861343696166019 0 0 0 0 0 0 0 0 0 0 0.0793280447970135 0 0.262472885032538 0 0 0.00625506198990717 0.561013645224172 0.0990541250656858 0 0 0.0202011735121542 0.168742325907735 0.00918730390660575 0.00157740855858055 0.031446631231145 0.0675938323327431 0 0 0 0 0 0.942434210526316 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000416932358856134 0 0 0.00626631853785901 0 0 0 0 0 0 1 1 0 0 0 0
TRH226 0 0 0 0 0 0 0 0 0 0 0 0 0.244738893219018 0.179679304660572 0.233023420030599 0.423958145408623 0.492645755803651 0.277353390527677 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0503842869342442 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.137126865671642 0.0965575146935348 0 0 0 0 0.805128205128205 0 0 0 0 0 0 0 0.188486330295621 0 0 0 0 0.730925737538148 0.0309139617469317 0 0 0 0 0 0 0 0.00170325408319908 0.0105660106306565 0 0.0470779542705297 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0.0152027027027027 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRH228 0 0 0 0 0 0 0 0 0 0 0 0 0.00670303975058457 0.00419601378690244 0.0096504648699541 0.0277827891033736 0.0574162679425837 0.0126924432953344 0.145569620253165 0.763779527559055 0 0 0.611111111111111 0.609022556390977 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000640161725067385 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRH334 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.172932330827068 0 0 0 0 0 0 0.000780901383311022 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRH336 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0.0591304347826087 0 0.212121212121212 0.00334672021419009 0 0 0 0 0 0 0 0 0 0.357383681726231 0 0 0 0 0 0.112794612794613 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0.0225372942386831 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00642119808176867 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0219321148825065 0 0 0 0 0 0 0 0 0 0 0 0
TRH344 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.607293127629734 0.0388265746333046 0 0 0 0.0183654729109275 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00218330468713708 0.012466307277628 0.00503956595397911 0.00277355521775075 0.00127573632928597 0.000583599282856377 0.000511020350402723 0 0 0 0 0 0 0 0 0.0302267002518892 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00271879854997411 0 0 0 0 0.0101351351351351 0 0 0 0.05859375 0 0 0 0 0 0 0 0 0 0
TRH365 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.44723337795627 1 0 0 0 0 0 1 0.314085056574327 0 0.457990559676332 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0018699460916442 0.000680877527824838 0 0 0.000425869746949248 0.000424539983411493 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0246710526315789 0 0 0 0 0 0 0 0 0 0 0 0 0 0.263959390862944 0 0 0 0 0 0 0 0 0 0 0.00463347986218368 0 0 0 0 0 0 0 0 0 0.0135135135135135 0 0 0 0 0 0 0 1 0 0 0 0 0 0
TRH367 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000557786702365016 0 0 0.0264730999146029 0 0 0 0 0.00234100663285213 0 0 0 0 0 0 0 0 0 0 0 0 0 0.116438356164384 0 0 0 0 0 0 0 0.000336927223719677 0.00028950698033497 0 0 0 0.00173353826559693 0 0 0 0 0.00460602072709327 0 0 0 0 0 0 0.000400624974960939 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0057157046011422 0 0 0 0 0 0 0 0.0224719101123595 0 0.0615727002967359 0.236111111111111 0.365384615384615 0.144827586206897 0 0.240740740740741 0 0 0 0 0.221198156682028 0 0 0 0 0 0 0 0 0.00231673993109184 0 0 0 0 0 0 0.00353027376273896 0 0.000515034090351695 0.00900900900900901 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRH462 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.243298969072165 0.904080818456544 0.886333984951471 0.475190529466326 0.61952861952862 0.172747518718057 0 0.999622924228787 0 0 0.102739726027397 0.161048689138577 1 0 0 0 0 0 0.0329346361185984 0.0120735133280436 0 0 0.174985147135369 0.135758452473142 0.297959183673469 0 0.0128351397604107 0.214511041009464 0.0251686132587597 0 0 0 0.407220822837951 0.00164319042555996 0.0160800970873786 0.556915454776117 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0805998947553061 0 0 0.933084326964517 0 0 0.731450898817974 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.993578801918231 1 0 1 0 0 1 0 0 0 0 0 0.993397203521491 0 0 0 0 0 0 0.00487380330722367 0.970910824988078 0 0 0 0 0 0 0 0.723280538077674 0.884472001699793 1 0.922692695444964
TRH472 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000216017828956655 0.000860609885538885 0 0 0 0 0 0 0 0 0 0.0060225143997619 0 0 0 0 0 0 0 0 0 0 0 0 0.00385054192812322 0 0.00509952294785327 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00287057981155718 0 0.0384831339351272 0 0 0.0038578697925304 0 0 0 0 0 0 0.00889513108614232 0 0 0 0 0 0 0 0 0 0 0 0 0.000846883720930233 0 0 0 0 0 0 0 0 0 0 0 0 0.000647332988089073 0 0.00492906148005062 0 0.00269779761612792 0 0 0.00591818973020017 0 0 0 0 0 0 0 0 0 0 0 0
TRH493 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0723905723905724 0 0 0 0 0 0 0 0 0 0 0 0 0.00257815766247039 0.0123483827493261 0.000798824816109455 0.0219017521401712 0.00166158573678118 0.0134332988080905 0.00229566065103993 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.145809414466131 0.155339805825243 0.258895131086142 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.112236062079531 0 0 0.913288288288288 0 0 0 0 0 0 0 0 0 0 0 0 0 0
