AM_N_072	BT_N_001	BT_N_025	BT_N_029	CA_N_007	CA_N_012	CA_N_030	ERR10123638	SRR10034516	SRR10034517	SRR10034518	SRR10034523	SRR11426431	SRR11426432	SRR11426433	SRR11440494	SRR11440495	SRR11440496	SRR11445089	SRR11445090	SRR11445091	SRR11448239	SRR11448240	SRR11448241	SRR12053407	SRR12053410	SRR12053411	SRR12053412	SRR12053413	SRR12053415	SRR12053416	SRR12053417	SRR12053419	SRR12053421	SRR12053422	SRR12053423	SRR12053424	SRR12053425	SRR12053426	SRR12053427	SRR12053428	SRR12053429	SRR12053430	SRR12053431	SRR12053432	SRR12053435	SRR12053436	SRR12053437	SRR12233573	SRR12233820	SRR12235348	SRR12244814	SRR12245258	SRR12245523	SRR12527928	SRR12527929	SRR12527930	SRR12527933	SRR12527934	SRR12527935	SRR12527936	SRR12527961	SRR12527963	SRR12527964	SRR13189057	SRR13189058	SRR13189059	SRR13189063	SRR13189066	SRR13189067	SRR13404631	SRR13404632	SRR13404633	SRR13404634	SRR13404635	SRR13404636	SRR13404640	SRR13404641	SRR13442815	SRR13442818	SRR13442819	SRR13442828	SRR13442829	SRR13442831	SRR13769013	SRR13769014	SRR13769015	SRR13769016	SRR13769017	SRR13769018	SRR13769019	SRR1380984	SRR14567209	SRR14567210	SRR14567211	SRR14567212	SRR14567213	SRR14567214	SRR14567217	SRR14567218	SRR14567219	SRR14567220	SRR14567221	SRR14567222	SRR1503088	SRR1503113	SRR15496106	SRR15496107	SRR15496108	SRR15496109	SRR15496114	SRR15496115	SRR17475010	SRR17475011	SRR17475012	SRR17475013	SRR17475014	SRR1790685	SRR1790686	SRR1790687	SRR18500042	SRR18500043	SRR18500044	SRR18500045	SRR18500050	SRR18500061	SRR18500072	SRR18500076	SRR18500077	SRR18500078	SRR18500079	SRR18500080	SRR18500081	SRR18500082	SRR18500083	SRR18500084	SRR18500085	SRR18500086	SRR18500087	SRR18500088	SRR18500089	SRR18500090	SRR18500091	SRR2001621	SRR2396653	SRR2895245	SRR2895246	SRR2895247	SRR2895248	SRR2895249	SRR2895250	SRR2895251	SRR2915407	SRR2954866	SRR3383868	SRR3383869	SRR3383871	SRR3948521	SRR3948528	SRR3948531	SRR3948533	SRR3948536	SRR3948537	SRR3948540	SRR3948542	SRR3948544	SRR3948548	SRR3948550	SRR3948554	SRR3948556	SRR3948560	SRR3948563	SRR3948564	SRR3948566	SRR3948568	SRR3948570	SRR3948572	SRR3948575	SRR3948577	SRR5109820	SRR5109826	SRR5109829	SRR5109831	SRR5109832	SRR5109833	SRR5117442	SRR5117444	SRR5117446	SRR5117447	SRR5117448	SRR5117450	SRR5387735	SRR5387737	SRR5387738	SRR6148364	SRR6148365	SRR6148366	SRR6148367	SRR6148368	SRR6148369	SRR6148370	SRR6148371	SRR6148372	SRR6148373	SRR6148374	SRR6148375	SRR6148376	SRR6148377	SRR6148378	SRR6148379	SRR8335251	SRR8335252	SRR8335253	SRR8335254	SRR8754036	SRR8754037	SRR8754038	SRR8754039	SRR8754040	SRR8754041	SRR8754042	SRR8754043	SRR8754044	SRR8867392	SRR8867393	SRR8867394	SRR8867395
Neisseria	0	0	0	0.00561377245508982	0.00855033035367276	0	0	0.00498552589256996	0	0	0	0	0	0.0602288282238694	0.000207662755684768	0	0.000432900432900433	0.00030013247226362	0.00424209834498417	0.0298028288457461	0.00866450622548184	0.00626453419391581	0.0106965230622488	0.00284088596569773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00243190661478599	0.00232691668429482	0.00496407576747224	0	0.0113354587318456	0	0	0	0	0	0	0	0.000406979701887368	0	0	0	0.000170284308840574	0	0	0	0	0	0.00131052056789225	0	0.00103165330983077	0	0	0	0.000683984781338615	0	0	0	0	0	0	0	0.0249204665959703	0.00954449710373881	0.0123498562003045	0.00619408121128699	0.0109256076602013	0.00591227828956414	0	0	0	0	0	0.000224408565320609	0	0	0.000379562909586929	0.000293079501000293	0	0	0.000739850180338481	0	0	0.0143402455380171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.088785046728972	0.0091743119266055	0	0	0	0	0	0	0	0	0	0.00405455215628456	0.108695652173913	0	0	0.0117361392148928	0	0	0	0	0	0	0	0	0.0104659014179608	0.000360234628289973	0.000282282093905843	0.000706704176349873	0.000267980369180677	0.0015155040047858	0.000319837078908376	0	0	0.000257609895390566	0	0	0	0	0	0	0	0	0.000101117647408712	0	0.000318116748846827	0.00011604325650533	0.000106896613158973	0	0.00020712846838651	0	0.000184486041654313	0.00114556243858211	0	0	0.000250101603776534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agrobacterium	0	0	0	0.00523952095808383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0755810479775348	0.094254474967441	0.0880095514241856	0.0876797494186322	0.0886153566643199	0.0273587900593411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0359116022099447	0.0161507402422611	0	0	0.00023047448935496	0.581395348837209	0	0.000157704634481355	0	0.0193648334624322	0	0	0	0	0	0	0	0	0	0	0.002688063381705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0645161290322581	0	0.0402684563758389	0.0335570469798658	0.015025041736227	0	0	0.0355450236966825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000178345312193469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paraburkholderia	0	0	0	0	0.0213758258841819	0.436734693877551	0.119402985074627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.11231999217623e-05	0	0	0	9.665767919825e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13878755584703	0.00447347141879704	0	0.0112927559728884	0.0442429411666756	0.0170168358056375	0.011379476861167	0.0245474338399894	0.00459460612004947	0.0217697343871909	0.00241737364473124	0	0	0.0156615858380634	0.0138121183407033	0.00726300940950082	0.0117849492572954	0.0300841082307673	0	0.036031914893617	0	0.00236569752337174	0.0237096820518712	0.17037037037037	0.043010752688172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium	0	0	0	0	0.0338126700349786	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00170281412439505	0.00160523366750462	0.00167149923247484	0.000877983958995776	0.000862989121795017	0.000561665133619321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0125407574617507	0	0	0	0	0	0	0	0	0	0	0.0250380646252749	0.00953691869039426	0.0125214829364105	0	0	0	0	0	0	0	0.000466893773020457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000409280338371587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000546275869314004	0	0	0	0.000138146733934916	0	0	6.90428227955033e-05	0	0	0	7.61691971766618e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ralstonia	0	0	0	0	0.0913330742324135	0	0	0.239144419427469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000941297278795139	0	0	0.0010230227035956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0116635143654868	0.0126592463457154	0.0136549199943691	0.016511746016748	0.0144737069636342	0.0251863274222565	0.0178691101028971	0.0144118658970144	0	0.0177116634010519	0.0176408027374457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.888888888888889	0.893418940609952	0.546064901156285	0	0.572606214331008	0.923219241443108	0.632455668995164	0.454847032805013	0	0.958704165183339	0.931253047294003	0.44698502630514	0.883996212121212	0.926021347073979	0.971160651096957	0.967430025445293	0.718266253869969	0.738461538461539	0.658991228070175	0.790722761596548	0.680958811613774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus	0	0	0	0	0	0.563265306122449	0	0	0.000230879263043711	0	0	0	0.0237958165419305	0.0082388491438312	0.0103961167064687	0.8	0.0461321287408244	0.0312137771154165	0.180856784369959	0.162855498682497	0.101449769742453	0.148474206255042	0.130561170031567	0.0656497000382583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000206481646597276	0.000401892455613776	0	0	0	0	0	0	0	0	0	0	0	0.00329309202210881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.915144372421921	0	0	0	0	0	0	0	0.000676096432701717	0	0	0	0	0	0.0472996823155665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0266836086404066	0.0337724699881819	0	0	0	0	0.00136096579476861	0	0.000811457882777233	0	0	0.00247674514408981	0	0	0	0.0073343552779635	0	0.00306588066990603	0	0.0135744680851064	0	0	0	0	0.0591397849462366	0	0.161073825503356	0	0	0	0	0	0.996187363834423	0.997315886596209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000146208330625772	0	0	0	0.000478173293386821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chryseobacterium	0	0	0	0	0	0	0.763681592039801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00787812633477291	0.00635886721322644	0.00239318187368233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0471063257065949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.948770342260819	0.975637215167072	0.962370926646104	0.947632677959739	0.916212928295558	0.929533624997838	0.940066820868671	0.958574266820864	0.955477401021955	0.986834150601196	0.967747757038259	0.923263664108018	0	0	0	0	0	0	0	0	0.780992655241487	0.698841698841699	0.189894689670625	0.823327350374451	0.0528595481207908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00292827294421692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus	0	0	0	0	0	0	0	0.0192988099067224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124031007751938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000142336091095098	0	0	0	0	0	0.0460642428521002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0376344086021505	0	0	0	0	0	0	0	0	0	0	0	0	0.166666666666667	0.0170603674540682	0	0.0186497575531518	0	0.0754597336715282	0.0101757631822387	0.0408382590005373	0	0	0	0	0	0	0.0169304379830696	0	0	0.0181888544891641	0.0202197802197802	0.00730994152046784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000250967479633989	0	0	0	0.000135730146751435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hathewaya	0	0	0	0	0	0	0	0.00675458346735285	0	0	0	0	0	0	0	0	0	0	0.020284399832706	0.0222006844958658	0.0440730001705611	0.0633097622324522	0.0230054731678514	0.00457472181295737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00204334817193315	0.00117085472394848	0.00158240579321443	0.00168926845291164	0.00282282353219082	0.00157360493869858	0.00292983808789514	0.00250274293508881	0.00168202148400168	0.0025525626385437	0.00262967928225224	0.00159530195135485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0178970917225951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Frischella	0	0	0	0	0	0	0	0.0020907044065616	0	0	0.0702983428945813	0	0.000447770741380413	0.00118804721196312	0	0	0	0	0	0.00151437138443832	0.00109159133549377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000348402239554045	0	0	0	0	0	0	0.148657279599306	0.165090037828299	0.00739779762875	0.0111171296654544	0.633551198257081	0.204789135096497	0	0.0572139303482587	0.215631439505446	0.308286703970157	0	0.288146546921311	0	0.117816378585576	0.397413428416027	0	0.34535263895376	0.403022575564389	0.541207349081365	0	0	0.00936726758571934	0.004739336492891	0.0115039756386398	0.00786549995084062	0.0135035600294623	0.00412484531830056	0	0	0	0.000670510929328148	0	0.000602359833229003	0.0010894188037144	0	0.000201642795718056	0.000331307262000331	0	0	0.000832331452880792	0	0	0.0351800268234809	0.019053876478318	0.404371584699454	0.484657298537425	0.0312601406165495	0.0482137039852318	0	0	0	0	0	0	0	0	0.013895151043161	0.000440380668035081	0	0.00335517575266275	0.00742285283990727	0	0.0075195171026157	0.0101501569032311	0.0479040384041328	0.0404101224600563	0.118418552851387	0.0475575015167567	0	0.0724587505352636	0	0.0421654082614439	0.0383045966920673	0.00873147029080236	0	0.0318936170212766	0	0.0215689481924614	0.0315075968636011	0	0	0	0	0	0	0	0	0	0	0	0.177570093457944	0.0214067278287462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0583104316245222	0.177093679320571	0.0205587493148141	0.148205716962439	0.128894582435744	0.262840303890414	0	0	4.75587499182584e-05	0	0	0	0	0	0	0	0	0.000214131488630213	0	0.000685174535977781	0.000447595417949129	0.000267241532897433	0	0.000263987263629865	0	0.000138364531240735	0	0.000181959748810914	0	0.00026052250393389	0	0	0	0	0	0.0520115581240276	0.116797900262467	0.0628479524928863	0	0	0	0.0201360794409709	0	0	0.378077373974209	0.055923159018143	0.0411298315163528	0.0619891008174387
Streptococcus	0	0	0	0	0	0	0	0.0405275008041171	0	0	0	0	0.000639672487686305	0	0.000817672100508774	0	0.000903444381705251	0.00114878291107799	0.102437712851766	0.0793833479722567	0.089032918301211	0.079682976602914	0.08623078145936	0.174360393653998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00173707615341857	0.00102746970475356	0	0	0	0	0	0	0	0	0	7.50842351262823e-05	0.00500585033321463	0	0	0	0	0	0	0	0	0	0	0	0	0.00117223816645782	0	0	0	0	0.00173449792479713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0022797371597157	0	0.00141731725465648	0.000778156288367428	0	0.0006998191145509	0.00164379372300164	0	0	0.000670489225931749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00056104994712944	0	0	0.00266423431940839	0	0.000296177062374245	0	0	0	0	0.000154380451689738	0	0	0	0.000686958790626376	0	0	0	0.0349468085106383	0	0	0	0	0.0806451612903226	0	0.0246085011185682	0	0.153589315525876	0	0	0	0	0	0	0	0	0.438271604938272	0.0813648293963255	0.0215088282504013	0	0.0790960451977401	0	0.0360777058279371	0	0.0451529671949871	0.891304347826087	0.0149519401922392	0.0463188688444661	0.186968838526912	0	0.0334928229665072	0	0	0.0948142414860681	0	0.0292397660818713	0.0158216468896081	0.192775151924375	0	0	0	0	0.00183032760386611	0	0	0	0.000404609667865183	0	0	0.0686184812442818	0	0	0	0	0	4.16366783447636e-05	0	0	0	4.63218657022217e-05	0	0	0	0	0	0	0	0	0.000119987078314643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hymenobacter	0	0	0	0	0	0	0	0.0119009327758122	0	0	0	0	0	0	0	0	0	0	0.00382386329688714	0.00726898264530393	0.00467337540508272	0.00358312372455033	0.00313401312651875	0.00201059837686916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00522309084081521	0	0	0	0	0	0	0	0	0	0.0104972375690608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00149530782716304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000600858369098712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0157303370786517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000113013841221501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rothia	0	0	0	0	0	0	0	0.0115792859440335	0	0	0	0	0	0	0	0	0	0	0.00821533130190596	0.0118726716539964	0.0152140542384445	0.0152816667457643	0.0166466059546249	0.00667486100822962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000122246399843525	0	0	0.000825926586389105	0.00142442895660579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0101830950589416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000342518336541982	0.000363139601238133	0	0	0.000191138805000191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0226914893617021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0770942938081748	0	0	0	0	0.0205108359133127	0	0	0	0.0189061444969615	0	0	0	0	0	0	0	0	0.000243198152991094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Veillonella	0	0	0	0	0	0	0	0.00321646831778707	0	0	0	0	0	0	0.000285536289066556	0	0	0.000527819175360159	0.00579554280934457	0.00687524608534997	0.0114275967934505	0.0106307246927056	0.0250266845320555	0.0232724727104006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00522317188983856	0	0	0	0	0	0	0	0	0	0	0	0	0.000523986366179987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0126859142607174	0	0	0	0	0	0	0	0	0	0.0126767430521697	0.0224605422905706	0	0	0	0	0	0	0	0	0.0155300472653612	0	0	0	0	0	0	0	0	4.17940529584695e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haemophilus	0	0	0	0	0	0	0	0.0024123512383403	0	0	0	0	0	0	0	0	0	0	0.00373424150086634	0.00732955750068147	0.00832338393314003	0.00635945137867211	0.0136715645084369	0.00387467541453329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00115480490410541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00507528336998816	0.00186805623832465	0.00527866437515345	0	0.0212139068945197	0	0	0	0.000985406597531791	0	0.000397724325165574	0	0.000136405420632803	0.000178396218000178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0556063829787234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015819209039548	0	0	0	0.00571323258385551	0	0	0	0.112505058680696	0	0	0	0	0	0	0	0	0.0236326806212019	0	0	0	7.1485379982513e-05	0	0	0	0	3.76506770186212e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gordonia	0	0	0	0	0	0	0	0.00289482148600836	0	0	0	0	0	0	0	0	0	0	0.00337575431678318	0.00278644334736651	0.00521917107282961	0.00702387167196621	0.00413326368859719	0.000683766249623522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0930232558139535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000267594327000268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.145161290322581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0131621187800963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cupriavidus	0	0	0	0	0	0	0	0.00659376005146349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.494736842105263	0	0.176432291666667	0.535555555555556	0.50314465408805	0	0.683274021352313	0.570719602977667	0.3072	0.580174927113703	0.287145242070117	0.72887323943662	0.542016806722689	0.533333333333333	0.581497797356828	0.689795918367347	0.6	0.572093023255814	0.287548138639281	0.337373737373737	0.00624722629979859	0.554621848739496	0.659824046920821	0.738562091503268	0	0	0	0	0	0	0	0	0	0.000201706559741816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000395020197000395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000346076458752515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00534463693328419	0	0	0	0.00607041683528936	0	0	0.0120311394196745	0.0152671755725191	0	0	0.0115131578947368	0.0107874865156419	0.00742741390952059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces	0	0	0	0	0	0	0	0.0024123512383403	0	0	0	0	0	0	0	0	0	0.000434674615002484	0.0200454083766505	0.0163552109519339	0.0214907044175337	0.0242038821128565	0.020189403401994	0.129174840658044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00298777098387993	0	0	0	0	0	0	0	0	0	0	0	9.15704329246579e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000708658627328239	0.000674402116585104	0	0.000462592296059069	0.00064987193700065	0	0	0.000809211134745214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00975134080936129	0.0898421691622825	0	0	0	0	0	0	0	0	0.012829169480081	0	0	0	0	0	0	0	0	5.17021258581067e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactococcus	0	0	0	0	0	0	0	0.0020907044065616	0	0	0	0	0	0	0	0	0	0	0	0	0.00474159986355108	0.0013288405865882	0.00154429632321214	0.000651205952022402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.63131763447117e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0679709054426887	0	0	0	0	0	0	0	0.00470366886171214	0	0	0.00609034004398579	0.00521089371743191	0.00810213601767739	0.0100371236078647	0	0	0	0	0.00103233072122378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00611620795107034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00950292397660819	0.0125854009349155	0.0151924375422012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.77011883340163e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00541373870643912
